,구,동,평균유동인구
0,종로구,청운효자동,13512.833333333332
1,종로구,사직동,26880.666666666664
2,종로구,삼청동,4994.166666666666
3,종로구,부암동,4129.333333333334
4,종로구,평창동,1440.8333333333335
5,종로구,무악동,36727.0
6,종로구,교남동,64190.0
7,종로구,가회동,19217.0
8,종로구,종로1.2.3.4가동,27120.0
9,종로구,종로5.6가동,71163.0
10,종로구,이화동,41971.16666666667
11,종로구,혜화동,67396.83333333334
12,종로구,창신1동,110105.0
13,종로구,창신2동,181782.6666666667
14,종로구,창신3동,51425.0
15,종로구,숭인1동,101204.16666666666
16,종로구,숭인2동,143884.8333333333
17,중구,소공동,26604.833333333336
18,중구,회현동,33763.0
19,중구,명동,49649.5
20,중구,필동,13740.0
21,중구,장충동,17188.666666666664
22,중구,광희동,44546.0
23,중구,을지로동,60690.33333333333
24,중구,신당동,111328.5
25,중구,다산동,78032.66666666666
26,중구,약수동,41987.5
27,중구,청구동,115908.16666666666
28,중구,신당5동,101825.83333333334
29,중구,동화동,81057.83333333334
30,중구,황학동,161802.8333333333
31,중구,중림동,45101.83333333333
32,용산구,후암동,38582.0
33,용산구,용산2가동,15888.5
34,용산구,남영동,26776.5
35,용산구,청파동,80655.66666666666
36,용산구,원효로1동,80389.0
37,용산구,원효로2동,32119.333333333336
38,용산구,효창동,74155.0
39,용산구,용문동,103142.5
40,용산구,한강로동,14565.833333333332
41,용산구,이촌1동,26818.166666666664
42,용산구,이촌2동,10972.333333333332
43,용산구,이태원1동,41812.16666666667
44,용산구,이태원2동,35825.33333333333
45,용산구,한남동,16080.0
46,용산구,서빙고동,5939.0
47,용산구,보광동,38644.5
48,성동구,왕십리2동,113950.16666666666
49,성동구,왕십리도선동,60459.5
50,성동구,마장동,44883.33333333333
51,성동구,사근동,22419.833333333336
52,성동구,행당1동,99093.66666666666
53,성동구,행당2동,76447.0
54,성동구,응봉동,54484.66666666667
55,성동구,금호1가동,87110.5
56,성동구,금호2.3가동,95847.5
57,성동구,금호4가동,21581.833333333336
58,성동구,옥수동,25879.333333333336
59,성동구,성수1가1동,12787.166666666668
60,성동구,성수1가2동,49708.16666666667
61,성동구,성수2가1동,39713.33333333333
62,성동구,성수2가3동,44561.5
63,성동구,송정동,47716.16666666667
64,성동구,용답동,12690.5
65,광진구,화양동,85780.66666666666
66,광진구,군자동,75247.0
67,광진구,중곡1동,64443.33333333333
68,광진구,중곡2동,88458.5
69,광진구,중곡3동,86066.5
70,광진구,중곡4동,34918.0
71,광진구,능동,18240.166666666664
72,광진구,광장동,23498.0
73,광진구,자양1동,141205.3333333333
74,광진구,자양2동,31827.0
75,광진구,자양3동,73653.66666666666
76,광진구,자양4동,64252.0
77,광진구,구의1동,123621.16666666666
78,광진구,구의2동,48856.83333333333
79,광진구,구의3동,45370.83333333333
80,동대문구,용신동,72799.33333333334
81,동대문구,제기동,88163.66666666666
82,동대문구,전농1동,102913.66666666666
83,동대문구,전농2동,26556.166666666664
84,동대문구,답십리1동,87278.33333333334
85,동대문구,답십리2동,67306.0
86,동대문구,장안1동,70131.83333333334
87,동대문구,장안2동,64383.83333333333
88,동대문구,청량리동,48859.83333333333
89,동대문구,회기동,57736.16666666667
90,동대문구,휘경1동,107224.16666666666
91,동대문구,휘경2동,44634.5
92,동대문구,이문1동,85754.0
93,동대문구,이문2동,63826.16666666667
94,중랑구,면목2동,80770.66666666666
95,중랑구,면목4동,70085.66666666666
96,중랑구,면목5동,40676.5
97,중랑구,면목본동,129588.66666666666
98,중랑구,면목7동,50616.83333333333
99,중랑구,면목3.8동,38664.5
100,중랑구,상봉1동,64235.83333333333
101,중랑구,상봉2동,98462.66666666666
102,중랑구,중화1동,89673.0
103,중랑구,중화2동,74138.16666666666
104,중랑구,묵1동,60709.33333333333
105,중랑구,묵2동,78188.5
106,중랑구,망우본동,29878.333333333336
107,중랑구,망우3동,42382.0
108,중랑구,신내1동,20986.0
109,중랑구,신내2동,29946.666666666664
110,성북구,성북동,6116.333333333334
111,성북구,삼선동,91877.83333333334
112,성북구,동선동,117573.5
113,성북구,돈암1동,68977.0
114,성북구,돈암2동,45406.66666666667
115,성북구,안암동,41366.83333333333
116,성북구,보문동,91967.5
117,성북구,정릉1동,115085.33333333334
118,성북구,정릉2동,45264.83333333333
119,성북구,정릉3동,7628.166666666666
120,성북구,정릉4동,9720.166666666668
121,성북구,길음1동,83548.0
122,성북구,길음2동,78134.16666666666
123,성북구,종암동,63027.33333333333
124,성북구,월곡1동,63280.5
125,성북구,월곡2동,52792.66666666667
126,성북구,장위1동,102695.83333333334
127,성북구,장위2동,73011.66666666666
128,성북구,장위3동,38704.66666666667
129,성북구,석관동,48323.0
130,강북구,삼양동,88491.0
131,강북구,미아동,60373.33333333333
132,강북구,송중동,95527.66666666666
133,강북구,송천동,119208.16666666666
134,강북구,삼각산동,55755.83333333333
135,강북구,번1동,116258.66666666666
136,강북구,번2동,33010.166666666664
137,강북구,번3동,27276.666666666664
138,강북구,수유1동,35906.66666666667
139,강북구,수유2동,110990.0
140,강북구,수유3동,124577.5
141,강북구,우이동,3411.0
142,강북구,인수동,29208.666666666664
143,도봉구,창1동,47947.5
144,도봉구,창2동,122864.16666666666
145,도봉구,창3동,60453.83333333333
146,도봉구,창4동,33097.666666666664
147,도봉구,창5동,76702.16666666666
148,도봉구,도봉1동,3708.0
149,도봉구,도봉2동,23110.833333333336
150,도봉구,쌍문1동,36121.0
151,도봉구,쌍문2동,94508.33333333334
152,도봉구,쌍문3동,97855.0
153,도봉구,쌍문4동,54473.83333333333
154,도봉구,방학1동,60420.0
155,도봉구,방학2동,38269.5
156,도봉구,방학3동,18286.5
157,노원구,월계1동,50306.33333333333
158,노원구,월계2동,17439.0
159,노원구,월계3동,16090.333333333332
160,노원구,공릉1동,89809.5
161,노원구,공릉2동,10057.166666666668
162,노원구,하계1동,30509.166666666664
163,노원구,하계2동,61074.66666666667
164,노원구,중계본동,19555.166666666664
165,노원구,중계1동,62191.33333333333
166,노원구,중계4동,21265.666666666664
167,노원구,중계2.3동,53469.33333333333
168,노원구,상계1동,12038.833333333332
169,노원구,상계2동,170262.5
170,노원구,상계3.4동,11649.0
171,노원구,상계5동,106661.5
172,노원구,상계6.7동,40744.5
173,노원구,상계8동,16744.833333333336
174,노원구,상계9동,28312.0
175,노원구,상계10동,33374.16666666667
176,은평구,녹번동,45411.33333333333
177,은평구,불광1동,18834.666666666664
178,은평구,불광2동,53659.83333333333
179,은평구,갈현1동,100788.33333333334
180,은평구,갈현2동,68732.0
181,은평구,구산동,49792.5
182,은평구,대조동,131929.66666666666
183,은평구,응암1동,65088.0
184,은평구,응암2동,45475.16666666667
185,은평구,응암3동,120409.66666666666
186,은평구,역촌동,129319.16666666666
187,은평구,신사1동,88726.66666666666
188,은평구,신사2동,47724.33333333333
189,은평구,증산동,40738.0
190,은평구,수색동,21011.333333333336
191,은평구,진관동,4012.166666666667
192,서대문구,천연동,43937.0
193,서대문구,북아현동,310501.0
194,서대문구,충현동,87970.16666666666
195,서대문구,신촌동,43282.33333333333
196,서대문구,연희동,31242.833333333336
197,서대문구,홍제1동,48145.33333333333
198,서대문구,홍제3동,41991.83333333333
199,서대문구,홍제2동,31467.0
200,서대문구,홍은1동,21839.5
201,서대문구,홍은2동,25455.333333333336
202,서대문구,남가좌1동,28904.0
203,서대문구,남가좌2동,83813.16666666666
204,서대문구,북가좌1동,45361.33333333333
205,서대문구,북가좌2동,149598.3333333333
206,마포구,아현동,73315.5
207,마포구,공덕동,141807.3333333333
208,마포구,도화동,62492.0
209,마포구,용강동,68519.16666666666
210,마포구,대흥동,66058.83333333334
211,마포구,염리동,80119.66666666666
212,마포구,신수동,54507.16666666667
213,마포구,서강동,30314.5
214,마포구,서교동,107706.66666666666
215,마포구,합정동,29098.666666666664
216,마포구,망원1동,56957.33333333333
217,마포구,망원2동,55142.5
218,마포구,연남동,93786.83333333334
219,마포구,성산1동,56515.5
220,마포구,성산2동,35302.0
221,마포구,상암동,6374.0
222,양천구,목1동,32799.5
223,양천구,목2동,66612.5
224,양천구,목3동,109002.5
225,양천구,목4동,103214.33333333334
226,양천구,목5동,23657.5
227,양천구,신월1동,69142.66666666666
228,양천구,신월2동,89805.5
229,양천구,신월3동,33186.0
230,양천구,신월4동,102089.5
231,양천구,신월5동,50581.33333333333
232,양천구,신월6동,41849.5
233,양천구,신월7동,21891.833333333336
234,양천구,신정1동,41244.66666666667
235,양천구,신정2동,66223.5
236,양천구,신정3동,26489.833333333336
237,양천구,신정4동,105353.5
238,양천구,신정6동,16791.166666666664
239,양천구,신정7동,27966.833333333336
240,강서구,염창동,44690.16666666667
241,강서구,등촌1동,65034.16666666667
242,강서구,등촌2동,46718.83333333333
243,강서구,등촌3동,43785.0
244,강서구,화곡1동,150035.8333333333
245,강서구,화곡2동,98016.16666666666
246,강서구,화곡3동,74307.0
247,강서구,화곡4동,58300.66666666667
248,강서구,화곡본동,88036.0
249,강서구,화곡6동,56614.0
250,강서구,화곡8동,143749.6666666667
251,강서구,가양1동,4259.666666666666
252,강서구,가양2동,17673.833333333332
253,강서구,가양3동,28672.833333333336
254,강서구,발산1동,18986.666666666664
255,강서구,우장산동,65023.0
256,강서구,공항동,4642.166666666666
257,강서구,방화1동,56310.83333333333
258,강서구,방화2동,9148.166666666668
259,강서구,방화3동,14783.5
260,구로구,신도림동,42036.0
261,구로구,구로1동,15403.0
262,구로구,구로2동,41664.33333333333
263,구로구,구로3동,76271.66666666666
264,구로구,구로4동,101990.66666666666
265,구로구,구로5동,60716.5
266,구로구,가리봉동,69163.0
267,구로구,고척1동,40352.0
268,구로구,고척2동,59896.5
269,구로구,개봉1동,51877.16666666667
270,구로구,개봉2동,50054.33333333333
271,구로구,개봉3동,37378.66666666667
272,구로구,오류1동,44581.33333333333
273,구로구,오류2동,13397.5
274,구로구,수궁동,13009.5
275,금천구,가산동,20554.166666666664
276,금천구,독산1동,22636.833333333336
277,금천구,독산2동,65453.5
278,금천구,독산3동,60235.5
279,금천구,독산4동,64920.0
280,금천구,시흥1동,41076.16666666667
281,금천구,시흥2동,11375.166666666668
282,금천구,시흥3동,15924.666666666668
283,금천구,시흥4동,46370.16666666667
284,금천구,시흥5동,21081.0
285,영등포구,영등포본동,89891.5
286,영등포구,영등포동,64855.5
287,영등포구,여의동,8666.333333333332
288,영등포구,당산1동,76698.16666666666
289,영등포구,당산2동,47449.0
290,영등포구,도림동,111002.66666666666
291,영등포구,문래동,38662.16666666667
292,영등포구,양평1동,40763.33333333333
293,영등포구,양평2동,16233.833333333334
294,영등포구,신길1동,76960.83333333334
295,영등포구,신길3동,99715.66666666666
296,영등포구,신길4동,93896.83333333334
297,영등포구,신길5동,54268.66666666667
298,영등포구,신길6동,82348.33333333334
299,영등포구,신길7동,55012.33333333333
300,영등포구,대림1동,99775.66666666666
301,영등포구,대림2동,79791.33333333334
302,영등포구,대림3동,67505.16666666666
303,동작구,노량진1동,44360.83333333333
304,동작구,노량진2동,74438.5
305,동작구,상도1동,67704.33333333334
306,동작구,상도2동,70138.0
307,동작구,상도3동,87624.16666666666
308,동작구,상도4동,71542.16666666666
309,동작구,흑석동,40284.5
310,동작구,사당1동,106993.0
311,동작구,사당2동,23273.666666666664
312,동작구,사당3동,45178.83333333333
313,동작구,사당4동,101803.16666666666
314,동작구,사당5동,33799.66666666667
315,동작구,대방동,33492.5
316,동작구,신대방1동,39637.16666666667
317,동작구,신대방2동,49978.66666666667
318,관악구,보라매동,66079.16666666667
319,관악구,청림동,85532.16666666666
320,관악구,성현동,94475.83333333334
321,관악구,행운동,106563.16666666666
322,관악구,낙성대동,23628.5
323,관악구,청룡동,88361.16666666666
324,관악구,은천동,108900.33333333334
325,관악구,중앙동,136807.8333333333
326,관악구,인헌동,83181.16666666666
327,관악구,남현동,16346.166666666668
328,관악구,서원동,91624.33333333334
329,관악구,신원동,119808.33333333334
330,관악구,서림동,50460.5
331,관악구,신사동,117195.33333333334
332,관악구,신림동,163126.0
333,관악구,난향동,17930.166666666664
334,관악구,조원동,96341.5
335,관악구,대학동,9530.666666666668
336,관악구,삼성동,19400.0
337,관악구,미성동,43816.16666666667
338,관악구,난곡동,67034.83333333333
339,서초구,서초1동,57204.0
340,서초구,서초2동,59179.66666666667
341,서초구,서초3동,39780.5
342,서초구,서초4동,75085.33333333334
343,서초구,잠원동,35444.0
344,서초구,반포본동,6015.0
345,서초구,반포1동,67752.33333333334
346,서초구,반포2동,14456.833333333332
347,서초구,반포3동,19955.666666666664
348,서초구,반포4동,41143.5
349,서초구,방배본동,83991.5
350,서초구,방배1동,64648.33333333333
351,서초구,방배2동,28644.0
352,서초구,방배3동,17575.166666666664
353,서초구,방배4동,72616.66666666666
354,서초구,양재1동,13003.666666666668
355,서초구,양재2동,7839.0
356,서초구,내곡동,231.33333333333331
357,강남구,신사동,39169.5
358,강남구,논현1동,81451.16666666666
359,강남구,논현2동,78902.83333333334
360,강남구,압구정동,31283.333333333336
361,강남구,청담동,38878.66666666667
362,강남구,삼성1동,25380.333333333336
363,강남구,삼성2동,70171.83333333334
364,강남구,대치1동,54623.83333333333
365,강남구,대치2동,30245.166666666664
366,강남구,대치4동,125629.5
367,강남구,역삼1동,77386.5
368,강남구,역삼2동,91536.5
369,강남구,도곡1동,47173.66666666667
370,강남구,도곡2동,41263.66666666667
371,강남구,개포1동,8106.5
372,강남구,개포2동,7958.5
373,강남구,개포4동,25761.0
374,강남구,세곡동,4613.333333333334
375,강남구,일원본동,12691.166666666668
376,강남구,일원1동,38552.66666666667
377,강남구,일원2동,9654.166666666668
378,강남구,수서동,11311.833333333332
379,송파구,풍납1동,48194.0
380,송파구,풍납2동,32408.833333333336
381,송파구,거여1동,72366.83333333334
382,송파구,거여2동,84503.66666666666
383,송파구,마천1동,63256.5
384,송파구,마천2동,49940.5
385,송파구,방이1동,68932.5
386,송파구,방이2동,95977.5
387,송파구,오륜동,1793.0
388,송파구,오금동,45363.5
389,송파구,송파1동,93598.16666666666
390,송파구,송파2동,48154.66666666667
391,송파구,석촌동,78179.16666666666
392,송파구,삼전동,68809.16666666666
393,송파구,가락본동,77920.83333333334
394,송파구,가락1동,8721.333333333332
395,송파구,가락2동,82831.66666666666
396,송파구,문정1동,90479.5
397,송파구,문정2동,8833.166666666668
398,송파구,장지동,54555.83333333333
399,송파구,위례동,6314.833333333334
400,송파구,잠실본동,70180.16666666666
401,송파구,잠실2동,8871.166666666668
402,송파구,잠실3동,24997.5
403,송파구,잠실4동,24017.666666666664
404,송파구,잠실6동,20642.333333333336
405,송파구,잠실7동,10427.666666666668
406,강동구,강일동,7991.666666666666
407,강동구,상일동,10203.833333333332
408,강동구,명일1동,93969.16666666666
409,강동구,명일2동,23188.833333333336
410,강동구,고덕1동,11118.666666666668
411,강동구,고덕2동,5464.666666666666
412,강동구,암사1동,137734.1666666667
413,강동구,암사2동,10944.166666666668
414,강동구,암사3동,6123.0
415,강동구,천호1동,199463.3333333333
416,강동구,천호2동,60379.83333333333
417,강동구,천호3동,160180.3333333333
418,강동구,성내1동,100977.33333333334
419,강동구,성내2동,163503.5
420,강동구,성내3동,132377.66666666666
421,강동구,길동,92677.0
422,강동구,둔촌1동,12116.833333333332
423,강동구,둔촌2동,46549.16666666667
