,구별,동별,연도,주차장면수
0,종로구,사직동,2018,15562
1,종로구,사직동,2019,14217
2,종로구,사직동,2020,14146
3,종로구,사직동,2021,14232
4,종로구,사직동,2022,12605
5,종로구,삼청동,2018,2064
6,종로구,삼청동,2019,1853
7,종로구,삼청동,2020,1867
8,종로구,삼청동,2021,1840
9,종로구,삼청동,2022,2237
10,종로구,부암동,2018,3522
11,종로구,부암동,2019,3474
12,종로구,부암동,2020,3485
13,종로구,부암동,2021,3494
14,종로구,부암동,2022,3533
15,종로구,평창동,2018,9587
16,종로구,평창동,2019,9620
17,종로구,평창동,2020,9614
18,종로구,평창동,2021,9505
19,종로구,평창동,2022,9390
20,종로구,무악동,2018,2891
21,종로구,무악동,2019,3249
22,종로구,무악동,2020,3249
23,종로구,무악동,2021,3249
24,종로구,무악동,2022,3185
25,종로구,교남동,2018,1429
26,종로구,교남동,2019,5254
27,종로구,교남동,2020,5261
28,종로구,교남동,2021,4927
29,종로구,교남동,2022,5240
30,종로구,가회동,2018,2787
31,종로구,가회동,2019,2942
32,종로구,가회동,2020,2955
33,종로구,가회동,2021,2914
34,종로구,가회동,2022,3238
35,종로구,종로1.2.3.4가동,2018,18736
36,종로구,종로1.2.3.4가동,2019,18101
37,종로구,종로1.2.3.4가동,2020,18146
38,종로구,종로1.2.3.4가동,2021,19276
39,종로구,종로1.2.3.4가동,2022,18551
40,종로구,종로5.6가동,2018,5094
41,종로구,종로5.6가동,2019,5203
42,종로구,종로5.6가동,2020,4882
43,종로구,종로5.6가동,2021,5276
44,종로구,종로5.6가동,2022,4754
45,종로구,이화동,2018,10252
46,종로구,이화동,2019,9643
47,종로구,이화동,2020,9590
48,종로구,이화동,2021,9607
49,종로구,이화동,2022,8766
50,종로구,창신1동,2018,2337
51,종로구,창신1동,2019,2286
52,종로구,창신1동,2020,2291
53,종로구,창신1동,2021,2388
54,종로구,창신1동,2022,2175
55,종로구,창신2동,2018,935
56,종로구,창신2동,2019,995
57,종로구,창신2동,2020,993
58,종로구,창신2동,2021,999
59,종로구,창신2동,2022,917
60,종로구,창신3동,2018,1538
61,종로구,창신3동,2019,1712
62,종로구,창신3동,2020,1781
63,종로구,창신3동,2021,1722
64,종로구,창신3동,2022,1637
65,종로구,숭인1동,2018,1737
66,종로구,숭인1동,2019,1832
67,종로구,숭인1동,2020,1831
68,종로구,숭인1동,2021,1860
69,종로구,숭인1동,2022,1512
70,종로구,숭인2동,2018,3593
71,종로구,숭인2동,2019,3561
72,종로구,숭인2동,2020,3551
73,종로구,숭인2동,2021,3674
74,종로구,숭인2동,2022,3776
75,종로구,청운효자동,2018,5585
76,종로구,청운효자동,2019,4774
77,종로구,청운효자동,2020,4771
78,종로구,청운효자동,2021,4663
79,종로구,청운효자동,2022,4592
80,종로구,혜화동,2018,6836
81,종로구,혜화동,2019,6634
82,종로구,혜화동,2020,6635
83,종로구,혜화동,2021,6724
84,종로구,혜화동,2022,5954
85,중구,소공동,2018,14053
86,중구,소공동,2019,13973
87,중구,소공동,2020,14076
88,중구,소공동,2021,14056
89,중구,소공동,2022,14062
90,중구,회현동,2018,12487
91,중구,회현동,2019,12348
92,중구,회현동,2020,12208
93,중구,회현동,2021,11896
94,중구,회현동,2022,11806
95,중구,명동,2018,14525
96,중구,명동,2019,14470
97,중구,명동,2020,13938
98,중구,명동,2021,14869
99,중구,명동,2022,15101
100,중구,필동,2018,5163
101,중구,필동,2019,4996
102,중구,필동,2020,5001
103,중구,필동,2021,4870
104,중구,필동,2022,4903
105,중구,장충동,2018,4638
106,중구,장충동,2019,4658
107,중구,장충동,2020,5485
108,중구,장충동,2021,5467
109,중구,장충동,2022,5458
110,중구,광희동,2018,9944
111,중구,광희동,2019,8647
112,중구,광희동,2020,8709
113,중구,광희동,2021,8616
114,중구,광희동,2022,8776
115,중구,을지로동,2018,5112
116,중구,을지로동,2019,4714
117,중구,을지로동,2020,4989
118,중구,을지로동,2021,4865
119,중구,을지로동,2022,4828
120,중구,신당5동,2018,2984
121,중구,신당5동,2019,3097
122,중구,신당5동,2020,6547
123,중구,신당5동,2021,2975
124,중구,신당5동,2022,2794
125,중구,황학동,2018,5957
126,중구,황학동,2019,6140
127,중구,황학동,2020,6226
128,중구,황학동,2021,6584
129,중구,황학동,2022,6894
130,중구,중림동,2018,6226
131,중구,중림동,2019,5982
132,중구,중림동,2020,5346
133,중구,중림동,2021,5365
134,중구,중림동,2022,5383
135,중구,신당동,2018,6988
136,중구,신당동,2019,8079
137,중구,신당동,2020,4182
138,중구,신당동,2021,7755
139,중구,신당동,2022,7819
140,중구,다산동,2018,4735
141,중구,다산동,2019,4819
142,중구,다산동,2020,4761
143,중구,다산동,2021,4795
144,중구,다산동,2022,4827
145,중구,약수동,2018,6134
146,중구,약수동,2019,6189
147,중구,약수동,2020,6144
148,중구,약수동,2021,6309
149,중구,약수동,2022,6341
150,중구,청구동,2018,5132
151,중구,청구동,2019,5128
152,중구,청구동,2020,5144
153,중구,청구동,2021,5142
154,중구,청구동,2022,5147
155,중구,동화동,2018,4162
156,중구,동화동,2019,4159
157,중구,동화동,2020,4982
158,중구,동화동,2021,4997
159,중구,동화동,2022,5014
160,용산구,후암동,2018,4669
161,용산구,후암동,2019,4600
162,용산구,후암동,2020,4853
163,용산구,후암동,2021,4204
164,용산구,후암동,2022,4578
165,용산구,용산2가동,2018,1955
166,용산구,용산2가동,2019,2014
167,용산구,용산2가동,2020,2068
168,용산구,용산2가동,2021,1199
169,용산구,용산2가동,2022,1177
170,용산구,남영동,2018,5579
171,용산구,남영동,2019,5578
172,용산구,남영동,2020,5587
173,용산구,남영동,2021,5512
174,용산구,남영동,2022,5552
175,용산구,원효로2동,2018,5765
176,용산구,원효로2동,2019,5812
177,용산구,원효로2동,2020,5640
178,용산구,원효로2동,2021,5281
179,용산구,원효로2동,2022,6196
180,용산구,효창동,2018,3379
181,용산구,효창동,2019,3931
182,용산구,효창동,2020,4049
183,용산구,효창동,2021,3835
184,용산구,효창동,2022,3837
185,용산구,용문동,2018,4142
186,용산구,용문동,2019,4166
187,용산구,용문동,2020,4380
188,용산구,용문동,2021,4268
189,용산구,용문동,2022,4697
190,용산구,이촌1동,2018,11392
191,용산구,이촌1동,2019,12289
192,용산구,이촌1동,2020,12547
193,용산구,이촌1동,2021,10739
194,용산구,이촌1동,2022,10058
195,용산구,이촌2동,2018,2732
196,용산구,이촌2동,2019,2388
197,용산구,이촌2동,2020,2391
198,용산구,이촌2동,2021,2194
199,용산구,이촌2동,2022,2159
200,용산구,이태원1동,2018,3933
201,용산구,이태원1동,2019,3902
202,용산구,이태원1동,2020,4048
203,용산구,이태원1동,2021,3678
204,용산구,이태원1동,2022,3966
205,용산구,이태원2동,2018,3679
206,용산구,이태원2동,2019,3739
207,용산구,이태원2동,2020,3880
208,용산구,이태원2동,2021,3624
209,용산구,이태원2동,2022,3786
210,용산구,서빙고동,2018,7015
211,용산구,서빙고동,2019,6908
212,용산구,서빙고동,2020,6840
213,용산구,서빙고동,2021,6524
214,용산구,서빙고동,2022,6523
215,용산구,보광동,2018,2124
216,용산구,보광동,2019,2026
217,용산구,보광동,2020,2661
218,용산구,보광동,2021,2552
219,용산구,보광동,2022,2800
220,용산구,청파동,2018,6083
221,용산구,청파동,2019,5954
222,용산구,청파동,2020,6318
223,용산구,청파동,2021,5992
224,용산구,청파동,2022,6781
225,용산구,원효로1동,2018,8376
226,용산구,원효로1동,2019,8358
227,용산구,원효로1동,2020,8603
228,용산구,원효로1동,2021,8518
229,용산구,원효로1동,2022,9967
230,용산구,한강로동,2018,26126
231,용산구,한강로동,2019,25798
232,용산구,한강로동,2020,26363
233,용산구,한강로동,2021,26232
234,용산구,한강로동,2022,30057
235,용산구,한남동,2018,16392
236,용산구,한남동,2019,16128
237,용산구,한남동,2020,16642
238,용산구,한남동,2021,16297
239,용산구,한남동,2022,16498
240,성동구,왕십리2동,2018,4329
241,성동구,왕십리2동,2019,5217
242,성동구,왕십리2동,2020,5026
243,성동구,왕십리2동,2021,5083
244,성동구,왕십리2동,2022,5044
245,성동구,마장동,2018,8315
246,성동구,마장동,2019,8902
247,성동구,마장동,2020,8803
248,성동구,마장동,2021,8756
249,성동구,마장동,2022,8796
250,성동구,사근동,2018,6897
251,성동구,사근동,2019,7111
252,성동구,사근동,2020,7438
253,성동구,사근동,2021,7382
254,성동구,사근동,2022,7355
255,성동구,행당1동,2018,7120
256,성동구,행당1동,2019,7503
257,성동구,행당1동,2020,7568
258,성동구,행당1동,2021,7535
259,성동구,행당1동,2022,7516
260,성동구,행당2동,2018,8267
261,성동구,행당2동,2019,8225
262,성동구,행당2동,2020,9355
263,성동구,행당2동,2021,9355
264,성동구,행당2동,2022,9357
265,성동구,응봉동,2018,4527
266,성동구,응봉동,2019,4413
267,성동구,응봉동,2020,3182
268,성동구,응봉동,2021,3161
269,성동구,응봉동,2022,3151
270,성동구,금호1가동,2018,3782
271,성동구,금호1가동,2019,5382
272,성동구,금호1가동,2020,5461
273,성동구,금호1가동,2021,5454
274,성동구,금호1가동,2022,5457
275,성동구,금호4가동,2018,4659
276,성동구,금호4가동,2019,5440
277,성동구,금호4가동,2020,5430
278,성동구,금호4가동,2021,5432
279,성동구,금호4가동,2022,5423
280,성동구,성수1가1동,2018,7081
281,성동구,성수1가1동,2019,8974
282,성동구,성수1가1동,2020,7540
283,성동구,성수1가1동,2021,7596
284,성동구,성수1가1동,2022,7635
285,성동구,성수1가2동,2018,7252
286,성동구,성수1가2동,2019,7762
287,성동구,성수1가2동,2020,8894
288,성동구,성수1가2동,2021,9280
289,성동구,성수1가2동,2022,9712
290,성동구,성수2가1동,2018,8073
291,성동구,성수2가1동,2019,8128
292,성동구,성수2가1동,2020,8207
293,성동구,성수2가1동,2021,8383
294,성동구,성수2가1동,2022,8387
295,성동구,성수2가3동,2018,14034
296,성동구,성수2가3동,2019,16016
297,성동구,성수2가3동,2020,15908
298,성동구,성수2가3동,2021,16306
299,성동구,성수2가3동,2022,16697
300,성동구,송정동,2018,2535
301,성동구,송정동,2019,2848
302,성동구,송정동,2020,3106
303,성동구,송정동,2021,3118
304,성동구,송정동,2022,3118
305,성동구,용답동,2018,6789
306,성동구,용답동,2019,6747
307,성동구,용답동,2020,6268
308,성동구,용답동,2021,6299
309,성동구,용답동,2022,6002
310,성동구,왕십리도선동,2018,11864
311,성동구,왕십리도선동,2019,13606
312,성동구,왕십리도선동,2020,13541
313,성동구,왕십리도선동,2021,13483
314,성동구,왕십리도선동,2022,13447
315,성동구,금호2.3가동,2018,6693
316,성동구,금호2.3가동,2019,6780
317,성동구,금호2.3가동,2020,6768
318,성동구,금호2.3가동,2021,6781
319,성동구,금호2.3가동,2022,6764
320,성동구,옥수동,2018,9011
321,성동구,옥수동,2019,10670
322,성동구,옥수동,2020,10666
323,성동구,옥수동,2021,10703
324,성동구,옥수동,2022,10683
325,광진구,화양동,2018,9444
326,광진구,화양동,2019,10196
327,광진구,화양동,2020,10242
328,광진구,화양동,2021,10275
329,광진구,화양동,2022,10647
330,광진구,군자동,2018,7028
331,광진구,군자동,2019,7645
332,광진구,군자동,2020,7657
333,광진구,군자동,2021,7484
334,광진구,군자동,2022,7263
335,광진구,중곡1동,2018,4595
336,광진구,중곡1동,2019,5362
337,광진구,중곡1동,2020,5323
338,광진구,중곡1동,2021,5481
339,광진구,중곡1동,2022,4979
340,광진구,중곡2동,2018,6417
341,광진구,중곡2동,2019,6881
342,광진구,중곡2동,2020,7291
343,광진구,중곡2동,2021,6742
344,광진구,중곡2동,2022,6526
345,광진구,중곡3동,2018,5683
346,광진구,중곡3동,2019,5577
347,광진구,중곡3동,2020,5628
348,광진구,중곡3동,2021,5852
349,광진구,중곡3동,2022,5359
350,광진구,중곡4동,2018,8479
351,광진구,중곡4동,2019,8902
352,광진구,중곡4동,2020,8470
353,광진구,중곡4동,2021,8709
354,광진구,중곡4동,2022,8177
355,광진구,능동,2018,5515
356,광진구,능동,2019,7355
357,광진구,능동,2020,6838
358,광진구,능동,2021,7301
359,광진구,능동,2022,6560
360,광진구,구의1동,2018,7485
361,광진구,구의1동,2019,7875
362,광진구,구의1동,2020,7888
363,광진구,구의1동,2021,7765
364,광진구,구의1동,2022,8621
365,광진구,구의2동,2018,7718
366,광진구,구의2동,2019,9461
367,광진구,구의2동,2020,9450
368,광진구,구의2동,2021,9045
369,광진구,구의2동,2022,8722
370,광진구,구의3동,2018,14663
371,광진구,구의3동,2019,15136
372,광진구,구의3동,2020,15198
373,광진구,구의3동,2021,14977
374,광진구,구의3동,2022,14788
375,광진구,광장동,2018,16379
376,광진구,광장동,2019,16959
377,광진구,광장동,2020,16973
378,광진구,광장동,2021,16543
379,광진구,광장동,2022,16425
380,광진구,자양1동,2018,6727
381,광진구,자양1동,2019,7191
382,광진구,자양1동,2020,7262
383,광진구,자양1동,2021,7170
384,광진구,자양1동,2022,6870
385,광진구,자양2동,2018,10436
386,광진구,자양2동,2019,10322
387,광진구,자양2동,2020,10276
388,광진구,자양2동,2021,9853
389,광진구,자양2동,2022,9499
390,광진구,자양3동,2018,13915
391,광진구,자양3동,2019,14098
392,광진구,자양3동,2020,14906
393,광진구,자양3동,2021,14288
394,광진구,자양3동,2022,14240
395,광진구,자양4동,2018,5375
396,광진구,자양4동,2019,5781
397,광진구,자양4동,2020,5393
398,광진구,자양4동,2021,5555
399,광진구,자양4동,2022,5713
400,동대문구,회기동,2018,5811
401,동대문구,회기동,2019,5986
402,동대문구,회기동,2020,6000
403,동대문구,회기동,2021,6106
404,동대문구,회기동,2022,6029
405,동대문구,휘경1동,2018,4415
406,동대문구,휘경1동,2019,4474
407,동대문구,휘경1동,2020,4575
408,동대문구,휘경1동,2021,6353
409,동대문구,휘경1동,2022,6499
410,동대문구,휘경2동,2018,11142
411,동대문구,휘경2동,2019,11108
412,동대문구,휘경2동,2020,11229
413,동대문구,휘경2동,2021,11334
414,동대문구,휘경2동,2022,11358
415,동대문구,청량리동,2018,8844
416,동대문구,청량리동,2019,8928
417,동대문구,청량리동,2020,8931
418,동대문구,청량리동,2021,8925
419,동대문구,청량리동,2022,8940
420,동대문구,용신동,2018,15969
421,동대문구,용신동,2019,16293
422,동대문구,용신동,2020,16780
423,동대문구,용신동,2021,17042
424,동대문구,용신동,2022,16812
425,동대문구,제기동,2018,8833
426,동대문구,제기동,2019,8971
427,동대문구,제기동,2020,9214
428,동대문구,제기동,2021,9502
429,동대문구,제기동,2022,9163
430,동대문구,전농1동,2018,9282
431,동대문구,전농1동,2019,10495
432,동대문구,전농1동,2020,10473
433,동대문구,전농1동,2021,11351
434,동대문구,전농1동,2022,11320
435,동대문구,전농2동,2018,7240
436,동대문구,전농2동,2019,7280
437,동대문구,전농2동,2020,7263
438,동대문구,전농2동,2021,7280
439,동대문구,전농2동,2022,7287
440,동대문구,답십리2동,2018,8263
441,동대문구,답십리2동,2019,8129
442,동대문구,답십리2동,2020,9112
443,동대문구,답십리2동,2021,9120
444,동대문구,답십리2동,2022,9090
445,동대문구,장안1동,2018,18223
446,동대문구,장안1동,2019,18530
447,동대문구,장안1동,2020,18792
448,동대문구,장안1동,2021,19212
449,동대문구,장안1동,2022,19466
450,동대문구,장안2동,2018,13258
451,동대문구,장안2동,2019,13848
452,동대문구,장안2동,2020,14522
453,동대문구,장안2동,2021,14695
454,동대문구,장안2동,2022,14889
455,동대문구,이문1동,2018,7435
456,동대문구,이문1동,2019,7519
457,동대문구,이문1동,2020,7523
458,동대문구,이문1동,2021,6964
459,동대문구,이문1동,2022,7147
460,동대문구,이문2동,2018,6401
461,동대문구,이문2동,2019,5941
462,동대문구,이문2동,2020,6615
463,동대문구,이문2동,2021,6603
464,동대문구,이문2동,2022,6493
465,동대문구,답십리1동,2018,10510
466,동대문구,답십리1동,2019,10698
467,동대문구,답십리1동,2020,11271
468,동대문구,답십리1동,2021,13576
469,동대문구,답십리1동,2022,13610
470,중랑구,면목2동,2018,7540
471,중랑구,면목2동,2019,7906
472,중랑구,면목2동,2020,7851
473,중랑구,면목2동,2021,7780
474,중랑구,면목2동,2022,6122
475,중랑구,면목4동,2018,5755
476,중랑구,면목4동,2019,5497
477,중랑구,면목4동,2020,5653
478,중랑구,면목4동,2021,5586
479,중랑구,면목4동,2022,4786
480,중랑구,면목5동,2018,3467
481,중랑구,면목5동,2019,4671
482,중랑구,면목5동,2020,5333
483,중랑구,면목5동,2021,4763
484,중랑구,면목5동,2022,7247
485,중랑구,면목7동,2018,5882
486,중랑구,면목7동,2019,6576
487,중랑구,면목7동,2020,6659
488,중랑구,면목7동,2021,6729
489,중랑구,면목7동,2022,6840
490,중랑구,상봉1동,2018,13281
491,중랑구,상봉1동,2019,12163
492,중랑구,상봉1동,2020,12140
493,중랑구,상봉1동,2021,12135
494,중랑구,상봉1동,2022,9696
495,중랑구,상봉2동,2018,7744
496,중랑구,상봉2동,2019,9315
497,중랑구,상봉2동,2020,9401
498,중랑구,상봉2동,2021,9438
499,중랑구,상봉2동,2022,6796
500,중랑구,중화1동,2018,6859
501,중랑구,중화1동,2019,4752
502,중랑구,중화1동,2020,4742
503,중랑구,중화1동,2021,4704
504,중랑구,중화1동,2022,5636
505,중랑구,중화2동,2018,5712
506,중랑구,중화2동,2019,7508
507,중랑구,중화2동,2020,7536
508,중랑구,중화2동,2021,7629
509,중랑구,중화2동,2022,6279
510,중랑구,묵1동,2018,12975
511,중랑구,묵1동,2019,13555
512,중랑구,묵1동,2020,13725
513,중랑구,묵1동,2021,13452
514,중랑구,묵1동,2022,15177
515,중랑구,묵2동,2018,6110
516,중랑구,묵2동,2019,6322
517,중랑구,묵2동,2020,6208
518,중랑구,묵2동,2021,6348
519,중랑구,묵2동,2022,6276
520,중랑구,망우3동,2018,4627
521,중랑구,망우3동,2019,4372
522,중랑구,망우3동,2020,4401
523,중랑구,망우3동,2021,4341
524,중랑구,망우3동,2022,4324
525,중랑구,신내1동,2018,11073
526,중랑구,신내1동,2019,15803
527,중랑구,신내1동,2020,15800
528,중랑구,신내1동,2021,15832
529,중랑구,신내1동,2022,17192
530,중랑구,신내2동,2018,8267
531,중랑구,신내2동,2019,8342
532,중랑구,신내2동,2020,8194
533,중랑구,신내2동,2021,8220
534,중랑구,신내2동,2022,6670
535,중랑구,면목본동,2018,7580
536,중랑구,면목본동,2019,7802
537,중랑구,면목본동,2020,7639
538,중랑구,면목본동,2021,7704
539,중랑구,면목본동,2022,8157
540,중랑구,면목3.8동,2018,7430
541,중랑구,면목3.8동,2019,6591
542,중랑구,면목3.8동,2020,6689
543,중랑구,면목3.8동,2021,6586
544,중랑구,면목3.8동,2022,7070
545,중랑구,망우본동,2018,12893
546,중랑구,망우본동,2019,12440
547,중랑구,망우본동,2020,12724
548,중랑구,망우본동,2021,12672
549,중랑구,망우본동,2022,14616
550,성북구,돈암1동,2018,5952
551,성북구,돈암1동,2019,5463
552,성북구,돈암1동,2020,6474
553,성북구,돈암1동,2021,6478
554,성북구,돈암1동,2022,5809
555,성북구,돈암2동,2018,8425
556,성북구,돈암2동,2019,9444
557,성북구,돈암2동,2020,8831
558,성북구,돈암2동,2021,8842
559,성북구,돈암2동,2022,9912
560,성북구,안암동,2018,9993
561,성북구,안암동,2019,9714
562,성북구,안암동,2020,9693
563,성북구,안암동,2021,9092
564,성북구,안암동,2022,7994
565,성북구,보문동,2018,4255
566,성북구,보문동,2019,5436
567,성북구,보문동,2020,5657
568,성북구,보문동,2021,5591
569,성북구,보문동,2022,3535
570,성북구,정릉1동,2018,6146
571,성북구,정릉1동,2019,5602
572,성북구,정릉1동,2020,6662
573,성북구,정릉1동,2021,6658
574,성북구,정릉1동,2022,6064
575,성북구,정릉2동,2018,6824
576,성북구,정릉2동,2019,7992
577,성북구,정릉2동,2020,7297
578,성북구,정릉2동,2021,7362
579,성북구,정릉2동,2022,7628
580,성북구,정릉3동,2018,6405
581,성북구,정릉3동,2019,6467
582,성북구,정릉3동,2020,6445
583,성북구,정릉3동,2021,6426
584,성북구,정릉3동,2022,4300
585,성북구,정릉4동,2018,9211
586,성북구,정릉4동,2019,8756
587,성북구,정릉4동,2020,9631
588,성북구,정릉4동,2021,9638
589,성북구,정릉4동,2022,8622
590,성북구,길음1동,2018,13120
591,성북구,길음1동,2019,12856
592,성북구,길음1동,2020,11058
593,성북구,길음1동,2021,11052
594,성북구,길음1동,2022,13513
595,성북구,길음2동,2018,7675
596,성북구,길음2동,2019,6009
597,성북구,길음2동,2020,6794
598,성북구,길음2동,2021,6883
599,성북구,길음2동,2022,12483
600,성북구,월곡1동,2018,9368
601,성북구,월곡1동,2019,8960
602,성북구,월곡1동,2020,9738
603,성북구,월곡1동,2021,9788
604,성북구,월곡1동,2022,9587
605,성북구,월곡2동,2018,9545
606,성북구,월곡2동,2019,12073
607,성북구,월곡2동,2020,7951
608,성북구,월곡2동,2021,7027
609,성북구,월곡2동,2022,8437
610,성북구,장위1동,2018,4527
611,성북구,장위1동,2019,5888
612,성북구,장위1동,2020,5761
613,성북구,장위1동,2021,5733
614,성북구,장위1동,2022,4431
615,성북구,장위2동,2018,3638
616,성북구,장위2동,2019,3117
617,성북구,장위2동,2020,4527
618,성북구,장위2동,2021,4645
619,성북구,장위2동,2022,3079
620,성북구,장위3동,2018,3712
621,성북구,장위3동,2019,2440
622,성북구,장위3동,2020,2502
623,성북구,장위3동,2021,2433
624,성북구,장위3동,2022,6574
625,성북구,성북동,2018,7766
626,성북구,성북동,2019,7440
627,성북구,성북동,2020,7389
628,성북구,성북동,2021,7425
629,성북구,성북동,2022,5775
630,성북구,삼선동,2018,8427
631,성북구,삼선동,2019,8268
632,성북구,삼선동,2020,8203
633,성북구,삼선동,2021,8223
634,성북구,삼선동,2022,8283
635,성북구,동선동,2018,7314
636,성북구,동선동,2019,7170
637,성북구,동선동,2020,7277
638,성북구,동선동,2021,7288
639,성북구,동선동,2022,6177
640,성북구,종암동,2018,13751
641,성북구,종암동,2019,13146
642,성북구,종암동,2020,13693
643,성북구,종암동,2021,13690
644,성북구,종암동,2022,13161
645,성북구,석관동,2018,9190
646,성북구,석관동,2019,10674
647,성북구,석관동,2020,10781
648,성북구,석관동,2021,10819
649,성북구,석관동,2022,9890
650,강북구,번1동,2018,6106
651,강북구,번1동,2019,6191
652,강북구,번1동,2020,6323
653,강북구,번1동,2021,6454
654,강북구,번1동,2022,6575
655,강북구,번2동,2018,4237
656,강북구,번2동,2019,4238
657,강북구,번2동,2020,4248
658,강북구,번2동,2021,4289
659,강북구,번2동,2022,4328
660,강북구,번3동,2018,4817
661,강북구,번3동,2019,4818
662,강북구,번3동,2020,4819
663,강북구,번3동,2021,4823
664,강북구,번3동,2022,4842
665,강북구,수유1동,2018,5178
666,강북구,수유1동,2019,5315
667,강북구,수유1동,2020,5439
668,강북구,수유1동,2021,5667
669,강북구,수유1동,2022,5866
670,강북구,수유2동,2018,6802
671,강북구,수유2동,2019,6861
672,강북구,수유2동,2020,6972
673,강북구,수유2동,2021,7040
674,강북구,수유2동,2022,7176
675,강북구,수유3동,2018,6438
676,강북구,수유3동,2019,6477
677,강북구,수유3동,2020,6622
678,강북구,수유3동,2021,7223
679,강북구,수유3동,2022,7327
680,강북구,삼양동,2018,6627
681,강북구,삼양동,2019,6641
682,강북구,삼양동,2020,6654
683,강북구,삼양동,2021,6749
684,강북구,삼양동,2022,6786
685,강북구,미아동,2018,7105
686,강북구,미아동,2019,7082
687,강북구,미아동,2020,7252
688,강북구,미아동,2021,7270
689,강북구,미아동,2022,7367
690,강북구,송중동,2018,7967
691,강북구,송중동,2019,9313
692,강북구,송중동,2020,9361
693,강북구,송중동,2021,9390
694,강북구,송중동,2022,9441
695,강북구,송천동,2018,6218
696,강북구,송천동,2019,6290
697,강북구,송천동,2020,6342
698,강북구,송천동,2021,6387
699,강북구,송천동,2022,7837
700,강북구,삼각산동,2018,12852
701,강북구,삼각산동,2019,12856
702,강북구,삼각산동,2020,12854
703,강북구,삼각산동,2021,12860
704,강북구,삼각산동,2022,12858
705,강북구,우이동,2018,5917
706,강북구,우이동,2019,6124
707,강북구,우이동,2020,6343
708,강북구,우이동,2021,6489
709,강북구,우이동,2022,6600
710,강북구,인수동,2018,8909
711,강북구,인수동,2019,8981
712,강북구,인수동,2020,9086
713,강북구,인수동,2021,9204
714,강북구,인수동,2022,9633
715,도봉구,쌍문1동,2018,7640
716,도봉구,쌍문1동,2019,7734
717,도봉구,쌍문1동,2020,7767
718,도봉구,쌍문1동,2021,7633
719,도봉구,쌍문1동,2022,7242
720,도봉구,쌍문2동,2018,6179
721,도봉구,쌍문2동,2019,6766
722,도봉구,쌍문2동,2020,6114
723,도봉구,쌍문2동,2021,6100
724,도봉구,쌍문2동,2022,6249
725,도봉구,쌍문3동,2018,5299
726,도봉구,쌍문3동,2019,4357
727,도봉구,쌍문3동,2020,5521
728,도봉구,쌍문3동,2021,5390
729,도봉구,쌍문3동,2022,5627
730,도봉구,쌍문4동,2018,4741
731,도봉구,쌍문4동,2019,4593
732,도봉구,쌍문4동,2020,4684
733,도봉구,쌍문4동,2021,4680
734,도봉구,쌍문4동,2022,4711
735,도봉구,방학1동,2018,13575
736,도봉구,방학1동,2019,13245
737,도봉구,방학1동,2020,13578
