구별,동별,연도,면적
송파구,가락1동,2022,1.34
송파구,가락2동,2018,0.96
송파구,가락2동,2019,0.96
송파구,가락2동,2020,0.96
송파구,가락2동,2021,0.96
송파구,가락2동,2022,0.96
송파구,가락본동,2018,1.13
송파구,가락본동,2019,1.13
송파구,가락본동,2020,1.13
송파구,가락본동,2021,1.13
송파구,가락본동,2022,1.13
송파구,거여1동,2018,0.51
송파구,거여1동,2019,0.51
송파구,거여1동,2020,0.51
송파구,거여1동,2021,0.51
송파구,거여1동,2022,0.51
송파구,거여2동,2018,0.53
송파구,거여2동,2019,0.53
송파구,거여2동,2020,0.53
송파구,거여2동,2021,0.53
송파구,거여2동,2022,0.53
송파구,마천1동,2018,0.58
송파구,마천1동,2019,0.58
송파구,마천1동,2020,0.58
송파구,마천1동,2021,0.58
송파구,마천1동,2022,0.58
송파구,마천2동,2018,0.89
송파구,마천2동,2019,0.89
송파구,마천2동,2020,0.89
송파구,마천2동,2021,0.89
송파구,마천2동,2022,0.89
송파구,문정1동,2018,0.56
송파구,문정1동,2019,0.56
송파구,문정1동,2020,0.56
송파구,문정1동,2021,0.56
송파구,문정1동,2022,0.56
송파구,문정2동,2018,2.2
송파구,문정2동,2019,2.2
송파구,문정2동,2020,2.2
송파구,문정2동,2021,2.2
송파구,문정2동,2022,2.2
송파구,방이1동,2018,0.5
송파구,방이1동,2019,0.5
송파구,방이1동,2020,0.5
송파구,방이1동,2021,0.5
송파구,방이1동,2022,0.5
송파구,방이2동,2018,0.8
송파구,방이2동,2019,0.8
송파구,방이2동,2020,0.8
송파구,방이2동,2021,0.8
송파구,방이2동,2022,0.8
송파구,삼전동,2018,0.95
송파구,삼전동,2019,0.95
송파구,삼전동,2020,0.95
송파구,삼전동,2021,0.95
송파구,삼전동,2022,0.95
송파구,석촌동,2018,0.95
송파구,석촌동,2019,0.95
송파구,석촌동,2020,0.95
송파구,석촌동,2021,0.95
송파구,석촌동,2022,0.95
송파구,송파1동,2018,0.79
송파구,송파1동,2019,0.79
송파구,송파1동,2020,0.79
송파구,송파1동,2021,0.79
송파구,송파1동,2022,0.79
송파구,송파2동,2018,0.53
송파구,송파2동,2019,0.53
송파구,송파2동,2020,0.53
송파구,송파2동,2021,0.53
송파구,송파2동,2022,0.53
송파구,오금동,2018,1.65
송파구,오금동,2019,1.65
송파구,오금동,2020,1.65
송파구,오금동,2021,1.65
송파구,오금동,2022,1.65
송파구,오륜동,2018,3.17
송파구,오륜동,2019,3.17
송파구,오륜동,2020,3.17
송파구,오륜동,2021,3.17
송파구,오륜동,2022,3.17
송파구,위례동,2018,2.55
송파구,위례동,2019,2.55
송파구,위례동,2020,2.55
송파구,위례동,2021,2.55
송파구,위례동,2022,2.55
송파구,잠실2동,2018,2.18
송파구,잠실2동,2019,2.18
송파구,잠실2동,2020,2.18
송파구,잠실2동,2021,2.18
송파구,잠실2동,2022,2.18
송파구,잠실3동,2018,1.49
송파구,잠실3동,2019,1.49
송파구,잠실3동,2020,1.49
송파구,잠실3동,2021,1.49
송파구,잠실3동,2022,1.49
송파구,잠실4동,2018,1.56
송파구,잠실4동,2019,1.56
송파구,잠실4동,2020,1.56
송파구,잠실4동,2021,1.56
송파구,잠실4동,2022,1.56
송파구,잠실6동,2018,2.79
송파구,잠실6동,2019,2.79
송파구,잠실6동,2020,2.79
송파구,잠실6동,2021,2.79
송파구,잠실6동,2022,2.79
송파구,잠실7동,2018,0.6
송파구,잠실7동,2019,0.6
송파구,잠실7동,2020,0.6
송파구,잠실7동,2021,0.6
송파구,잠실7동,2022,0.6
송파구,잠실본동,2018,0.94
송파구,잠실본동,2019,0.94
송파구,잠실본동,2020,0.94
송파구,잠실본동,2021,0.94
송파구,잠실본동,2022,0.94
송파구,장지동,2018,1.37
송파구,장지동,2019,1.37
송파구,장지동,2020,1.37
송파구,장지동,2021,1.37
송파구,장지동,2022,1.37
송파구,풍납1동,2018,0.77
송파구,풍납1동,2019,0.77
송파구,풍납1동,2020,0.77
송파구,풍납1동,2021,0.77
송파구,풍납1동,2022,0.77
송파구,풍납2동,2018,1.59
송파구,풍납2동,2019,1.59
송파구,풍납2동,2020,1.59
송파구,풍납2동,2021,1.59
송파구,풍납2동,2022,1.59
양천구,목1동,2018,1.41
양천구,목1동,2019,1.41
양천구,목1동,2020,1.41
양천구,목1동,2021,1.41
양천구,목1동,2022,1.41
양천구,목2동,2018,1.03
양천구,목2동,2019,1.03
양천구,목2동,2020,1.03
양천구,목2동,2021,1.03
양천구,목2동,2022,1.03
양천구,목3동,2018,0.53
양천구,목3동,2019,0.53
양천구,목3동,2020,0.53
양천구,목3동,2021,0.53
양천구,목3동,2022,0.53
양천구,목4동,2018,0.57
양천구,목4동,2019,0.57
양천구,목4동,2020,0.57
양천구,목4동,2021,0.57
양천구,목4동,2022,0.57
양천구,목5동,2018,1.81
양천구,목5동,2019,1.81
양천구,목5동,2020,1.81
양천구,목5동,2021,1.81
양천구,목5동,2022,1.81
양천구,신월1동,2018,0.65
양천구,신월1동,2019,0.65
양천구,신월1동,2020,0.65
양천구,신월1동,2021,0.65
양천구,신월1동,2022,0.65
양천구,신월2동,2018,0.61
양천구,신월2동,2019,0.61
양천구,신월2동,2020,0.61
양천구,신월2동,2021,0.61
양천구,신월2동,2022,0.61
양천구,신월3동,2018,0.87
양천구,신월3동,2019,0.87
양천구,신월3동,2020,0.87
양천구,신월3동,2021,0.87
양천구,신월3동,2022,0.87
양천구,신월4동,2018,0.52
양천구,신월4동,2019,0.52
양천구,신월4동,2020,0.52
양천구,신월4동,2021,0.52
양천구,신월4동,2022,0.52
양천구,신월5동,2018,0.69
양천구,신월5동,2019,0.69
양천구,신월5동,2020,0.69
양천구,신월5동,2021,0.69
양천구,신월5동,2022,0.69
양천구,신월6동,2018,0.41
양천구,신월6동,2019,0.41
양천구,신월6동,2020,0.41
양천구,신월6동,2021,0.41
양천구,신월6동,2022,0.41
양천구,신월7동,2018,1.19
양천구,신월7동,2019,1.19
양천구,신월7동,2020,1.19
양천구,신월7동,2021,1.19
양천구,신월7동,2022,1.19
양천구,신정1동,2018,0.7
양천구,신정1동,2019,0.7
양천구,신정1동,2020,0.7
양천구,신정1동,2021,0.7
양천구,신정1동,2022,0.7
양천구,신정2동,2018,0.52
양천구,신정2동,2019,0.52
양천구,신정2동,2020,0.52
양천구,신정2동,2021,0.52
양천구,신정2동,2022,0.52
양천구,신정3동,2018,2.72
양천구,신정3동,2019,2.72
양천구,신정3동,2020,2.72
양천구,신정3동,2021,2.72
양천구,신정3동,2022,2.72
양천구,신정4동,2018,1.01
양천구,신정4동,2019,1.01
양천구,신정4동,2020,1.01
양천구,신정4동,2021,1.01
양천구,신정4동,2022,1.01
양천구,신정6동,2018,0.96
양천구,신정6동,2019,0.96
양천구,신정6동,2020,0.96
양천구,신정6동,2021,0.96
양천구,신정6동,2022,0.96
양천구,신정7동,2018,1.21
양천구,신정7동,2019,1.21
양천구,신정7동,2020,1.21
양천구,신정7동,2021,1.21
양천구,신정7동,2022,1.21
영등포구,당산1동,2018,0.75
영등포구,당산1동,2019,0.75
영등포구,당산1동,2020,0.75
영등포구,당산1동,2021,0.75
영등포구,당산1동,2022,0.75
영등포구,당산2동,2018,1.55
영등포구,당산2동,2019,1.55
영등포구,당산2동,2020,1.55
영등포구,당산2동,2021,1.55
영등포구,당산2동,2022,1.55
영등포구,대림1동,2018,0.49
영등포구,대림1동,2019,0.49
영등포구,대림1동,2020,0.49
영등포구,대림1동,2021,0.49
영등포구,대림1동,2022,0.49
영등포구,대림2동,2018,0.55
영등포구,대림2동,2019,0.55
영등포구,대림2동,2020,0.55
영등포구,대림2동,2021,0.55
영등포구,대림2동,2022,0.55
영등포구,대림3동,2018,0.95
영등포구,대림3동,2019,0.95
영등포구,대림3동,2020,0.95
영등포구,대림3동,2021,0.95
영등포구,대림3동,2022,0.95
영등포구,도림동,2018,0.89
영등포구,도림동,2019,0.89
영등포구,도림동,2020,0.89
영등포구,도림동,2021,0.89
영등포구,도림동,2022,0.89
영등포구,문래동,2018,1.49
영등포구,문래동,2019,1.49
영등포구,문래동,2020,1.49
영등포구,문래동,2021,1.49
영등포구,문래동,2022,1.49
영등포구,신길1동,2018,0.66
영등포구,신길1동,2019,0.66
영등포구,신길1동,2020,0.66
영등포구,신길1동,2021,0.66
영등포구,신길1동,2022,0.66
영등포구,신길3동,2018,0.52
영등포구,신길3동,2019,0.52
영등포구,신길3동,2020,0.52
영등포구,신길3동,2021,0.52
영등포구,신길3동,2022,0.52
영등포구,신길4동,2018,0.35
영등포구,신길4동,2019,0.35
영등포구,신길4동,2020,0.38
영등포구,신길4동,2021,0.38
영등포구,신길4동,2022,0.38
영등포구,신길5동,2018,0.47
영등포구,신길5동,2019,0.47
영등포구,신길5동,2020,0.47
영등포구,신길5동,2021,0.47
영등포구,신길5동,2022,0.47
영등포구,신길6동,2018,0.68
영등포구,신길6동,2019,0.68
영등포구,신길6동,2020,0.65
영등포구,신길6동,2021,0.65
영등포구,신길6동,2022,0.65
영등포구,신길7동,2018,0.64
영등포구,신길7동,2019,0.64
영등포구,신길7동,2020,0.64
영등포구,신길7동,2021,0.64
영등포구,신길7동,2022,0.64
영등포구,양평1동,2018,0.88
영등포구,양평1동,2019,0.88
영등포구,양평1동,2020,0.88
영등포구,양평1동,2021,0.88
영등포구,양평1동,2022,0.88
영등포구,양평2동,2018,3.0
영등포구,양평2동,2019,3.0
영등포구,양평2동,2020,3.0
영등포구,양평2동,2021,3.0
영등포구,양평2동,2022,3.0
영등포구,여의동,2018,8.4
영등포구,여의동,2019,8.4
영등포구,여의동,2020,8.4
영등포구,여의동,2021,8.4
영등포구,여의동,2022,8.4
영등포구,영등포동,2018,1.26
영등포구,영등포동,2019,1.26
영등포구,영등포동,2020,1.26
영등포구,영등포동,2021,1.26
영등포구,영등포동,2022,1.26
영등포구,영등포본동,2018,1.02
영등포구,영등포본동,2019,1.02
영등포구,영등포본동,2020,1.02
영등포구,영등포본동,2021,1.02
영등포구,영등포본동,2022,1.02
용산구,남영동,2018,1.19
용산구,남영동,2019,1.19
용산구,남영동,2020,1.19
용산구,남영동,2021,1.19
용산구,남영동,2022,1.19
용산구,보광동,2018,0.71
용산구,보광동,2019,0.71
용산구,보광동,2020,0.71
용산구,보광동,2021,0.71
용산구,보광동,2022,0.71
용산구,서빙고동,2018,2.8
용산구,서빙고동,2019,2.8
용산구,서빙고동,2020,2.8
용산구,서빙고동,2021,2.8
용산구,서빙고동,2022,2.8
용산구,용문동,2018,0.28
용산구,용문동,2019,0.28
용산구,용문동,2020,0.28
용산구,용문동,2021,0.28
용산구,용문동,2022,0.28
용산구,용산2가동,2018,1.96
용산구,용산2가동,2019,1.96
용산구,용산2가동,2020,1.96
용산구,용산2가동,2021,1.96
용산구,용산2가동,2022,1.96
용산구,원효로1동,2018,0.59
용산구,원효로1동,2019,0.59
용산구,원효로1동,2020,0.59
용산구,원효로1동,2021,0.59
용산구,원효로1동,2022,0.59
용산구,원효로2동,2018,0.71
용산구,원효로2동,2019,0.71
용산구,원효로2동,2020,0.71
용산구,원효로2동,2021,0.71
용산구,원효로2동,2022,0.71
용산구,이촌1동,2018,2.86
용산구,이촌1동,2019,2.86
용산구,이촌1동,2020,2.86
용산구,이촌1동,2021,2.86
용산구,이촌1동,2022,2.86
용산구,이촌2동,2018,1.22
용산구,이촌2동,2019,1.22
용산구,이촌2동,2020,1.22
용산구,이촌2동,2021,1.22
용산구,이촌2동,2022,1.22
용산구,이태원1동,2018,0.57
용산구,이태원1동,2019,0.57
용산구,이태원1동,2020,0.57
용산구,이태원1동,2021,0.57
용산구,이태원1동,2022,0.57
용산구,이태원2동,2018,0.86
용산구,이태원2동,2019,0.86
용산구,이태원2동,2020,0.86
용산구,이태원2동,2021,0.86
용산구,이태원2동,2022,0.86
용산구,청파동,2018,0.91
용산구,청파동,2019,0.91
용산구,청파동,2020,0.91
용산구,청파동,2021,0.9
용산구,청파동,2022,0.9
용산구,한강로동,2018,2.9
용산구,한강로동,2019,2.9
용산구,한강로동,2020,2.9
용산구,한강로동,2021,2.9
용산구,한강로동,2022,2.9
용산구,한남동,2018,3.01
용산구,한남동,2019,3.01
용산구,한남동,2020,3.01
용산구,한남동,2021,3.01
용산구,한남동,2022,3.01
용산구,효창동,2018,0.44
용산구,효창동,2019,0.44
용산구,효창동,2020,0.44
용산구,효창동,2021,0.44
용산구,효창동,2022,0.44
용산구,후암동,2018,0.86
용산구,후암동,2019,0.86
용산구,후암동,2020,0.86
용산구,후암동,2021,0.86
용산구,후암동,2022,0.86
은평구,갈현1동,2018,0.97
은평구,갈현1동,2019,0.97
은평구,갈현1동,2020,0.97
은평구,갈현1동,2021,0.97
은평구,갈현1동,2022,0.97
은평구,갈현2동,2018,0.96
은평구,갈현2동,2019,0.96
은평구,갈현2동,2020,0.96
은평구,갈현2동,2021,0.96
은평구,갈현2동,2022,0.96
은평구,구산동,2018,1.38
은평구,구산동,2019,1.38
은평구,구산동,2020,1.38
은평구,구산동,2021,1.38
은평구,구산동,2022,1.38
은평구,녹번동,2018,1.79
은평구,녹번동,2019,1.79
은평구,녹번동,2020,1.79
은평구,녹번동,2021,1.79
은평구,녹번동,2022,1.79
은평구,대조동,2018,0.85
은평구,대조동,2019,0.85
은평구,대조동,2020,0.85
은평구,대조동,2021,0.85
은평구,대조동,2022,0.85
은평구,불광1동,2018,3.13
은평구,불광1동,2019,3.13
은평구,불광1동,2020,3.13
은평구,불광1동,2021,3.13
은평구,불광1동,2022,3.13
은평구,불광2동,2018,1.38
은평구,불광2동,2019,1.38
은평구,불광2동,2020,1.38
은평구,불광2동,2021,1.38
은평구,불광2동,2022,1.38
은평구,수색동,2018,1.29
은평구,수색동,2019,1.29
은평구,수색동,2020,1.29
은평구,수색동,2021,1.29
은평구,수색동,2022,1.29
은평구,신사1동,2018,0.84
은평구,신사1동,2019,0.84
은평구,신사1동,2020,0.84
은평구,신사1동,2021,0.84
은평구,신사1동,2022,0.84
은평구,신사2동,2018,1.0
은평구,신사2동,2019,1.0
은평구,신사2동,2020,1.0
은평구,신사2동,2021,1.0
은평구,신사2동,2022,1.0
은평구,역촌동,2018,1.16
은평구,역촌동,2019,1.16
은평구,역촌동,2020,1.16
은평구,역촌동,2021,1.16
은평구,역촌동,2022,1.16
은평구,응암1동,2018,1.2
은평구,응암1동,2019,1.2
은평구,응암1동,2020,1.2
은평구,응암1동,2021,1.2
은평구,응암1동,2022,1.2
은평구,응암2동,2018,0.78
은평구,응암2동,2019,0.78
은평구,응암2동,2020,0.78
은평구,응암2동,2021,0.78
은평구,응암2동,2022,0.78
은평구,응암3동,2018,0.63
은평구,응암3동,2019,0.63
은평구,응암3동,2020,0.63
은평구,응암3동,2021,0.63
은평구,응암3동,2022,0.63
은평구,증산동,2018,0.81
은평구,증산동,2019,0.81
은평구,증산동,2020,0.81
은평구,증산동,2021,0.81
은평구,증산동,2022,0.81
은평구,진관동,2018,11.53
은평구,진관동,2019,11.53
은평구,진관동,2020,11.53
은평구,진관동,2021,11.53
은평구,진관동,2022,11.53
종로구,가회동,2018,0.54
종로구,가회동,2019,0.54
종로구,가회동,2020,0.54
종로구,가회동,2021,0.54
종로구,가회동,2022,0.54
종로구,교남동,2018,0.35
종로구,교남동,2019,0.35
종로구,교남동,2020,0.35
종로구,교남동,2021,0.35
종로구,교남동,2022,0.35
종로구,무악동,2018,0.36
종로구,무악동,2019,0.36
종로구,무악동,2020,0.36
종로구,무악동,2021,0.36
종로구,무악동,2022,0.36
종로구,부암동,2018,2.27
종로구,부암동,2019,2.27
종로구,부암동,2020,2.27
종로구,부암동,2021,2.27
종로구,부암동,2022,2.27
종로구,사직동,2018,1.23
종로구,사직동,2019,1.23
종로구,사직동,2020,1.23
종로구,사직동,2021,1.23
종로구,사직동,2022,1.23
종로구,삼청동,2018,1.49
종로구,삼청동,2019,1.49
종로구,삼청동,2020,1.49
종로구,삼청동,2021,1.49
종로구,삼청동,2022,1.49
종로구,숭인1동,2018,0.23
종로구,숭인1동,2019,0.23
종로구,숭인1동,2020,0.23
종로구,숭인1동,2021,0.23
종로구,숭인1동,2022,0.23
종로구,숭인2동,2018,0.35
종로구,숭인2동,2019,0.35
종로구,숭인2동,2020,0.35
종로구,숭인2동,2021,0.35
종로구,숭인2동,2022,0.35
종로구,이화동,2018,0.78
종로구,이화동,2019,0.78
종로구,이화동,2020,0.78
종로구,이화동,2021,0.78
종로구,이화동,2022,0.78
종로구,종로1.2.3.4가동,2018,2.35
종로구,종로1.2.3.4가동,2019,2.35
종로구,종로1.2.3.4가동,2020,2.35
종로구,종로1.2.3.4가동,2021,2.35
종로구,종로1.2.3.4가동,2022,2.35
종로구,종로5.6가동,2018,0.6
종로구,종로5.6가동,2019,0.6
종로구,종로5.6가동,2020,0.6
종로구,종로5.6가동,2021,0.6
종로구,종로5.6가동,2022,0.6
종로구,창신1동,2018,0.31
종로구,창신1동,2019,0.31
종로구,창신1동,2020,0.31
종로구,창신1동,2021,0.31
종로구,창신1동,2022,0.31
종로구,창신2동,2018,0.26
종로구,창신2동,2019,0.26
종로구,창신2동,2020,0.26
종로구,창신2동,2021,0.26
종로구,창신2동,2022,0.26
종로구,창신3동,2018,0.23
종로구,창신3동,2019,0.23
종로구,창신3동,2020,0.23
종로구,창신3동,2021,0.23
종로구,창신3동,2022,0.23
종로구,청운효자동,2018,2.57
종로구,청운효자동,2019,2.57
종로구,청운효자동,2020,2.57
종로구,청운효자동,2021,2.57
종로구,청운효자동,2022,2.57
종로구,평창동,2018,8.87
종로구,평창동,2019,8.87
종로구,평창동,2020,8.87
종로구,평창동,2021,8.87
종로구,평창동,2022,8.87
종로구,혜화동,2018,1.12
종로구,혜화동,2019,1.12
종로구,혜화동,2020,1.12
종로구,혜화동,2021,1.12
종로구,혜화동,2022,1.12
중구,광희동,2018,0.74
중구,광희동,2019,0.74
중구,광희동,2020,0.74
중구,광희동,2021,0.74
중구,광희동,2022,0.74
중구,다산동,2018,0.51
중구,다산동,2019,0.51
중구,다산동,2020,0.51
중구,다산동,2021,0.51
중구,다산동,2022,0.51
중구,동화동,2018,0.26
중구,동화동,2019,0.26
중구,동화동,2020,0.26
중구,동화동,2021,0.26
중구,동화동,2022,0.26
중구,명동,2018,0.99
중구,명동,2019,0.99
중구,명동,2020,0.99
중구,명동,2021,0.99
중구,명동,2022,0.99
중구,소공동,2018,0.95
중구,소공동,2019,0.95
중구,소공동,2020,0.95
중구,소공동,2021,0.95
중구,소공동,2022,0.95
중구,신당5동,2018,0.39
중구,신당5동,2019,0.39
중구,신당5동,2020,0.39
중구,신당5동,2021,0.39
중구,신당5동,2022,0.39
중구,신당동,2018,0.55
중구,신당동,2019,0.55
중구,신당동,2020,0.55
중구,신당동,2021,0.55
중구,신당동,2022,0.55
중구,약수동,2018,0.48
중구,약수동,2019,0.48
중구,약수동,2020,0.48
중구,약수동,2021,0.48
중구,약수동,2022,0.48
중구,을지로동,2018,0.6
중구,을지로동,2019,0.6
중구,을지로동,2020,0.6
중구,을지로동,2021,0.6
중구,을지로동,2022,0.6
중구,장충동,2018,1.36
중구,장충동,2019,1.36
중구,장충동,2020,1.36
중구,장충동,2021,1.36
중구,장충동,2022,1.36
중구,중림동,2018,0.48
중구,중림동,2019,0.48
중구,중림동,2020,0.48
중구,중림동,2021,0.48
중구,중림동,2022,0.48
중구,청구동,2018,0.34
중구,청구동,2019,0.34
중구,청구동,2020,0.34
중구,청구동,2021,0.34
중구,청구동,2022,0.34
중구,필동,2018,1.14
중구,필동,2019,1.14
중구,필동,2020,1.14
중구,필동,2021,1.14
중구,필동,2022,1.14
중구,황학동,2018,0.33
중구,황학동,2019,0.33
중구,황학동,2020,0.33
중구,황학동,2021,0.33
중구,황학동,2022,0.33
중구,회현동,2018,0.84
중구,회현동,2019,0.84
중구,회현동,2020,0.84
중구,회현동,2021,0.84
중구,회현동,2022,0.84
중랑구,망우3동,2018,0.99
중랑구,망우3동,2019,0.99
중랑구,망우3동,2020,0.92
중랑구,망우3동,2021,0.92
중랑구,망우3동,2022,0.92
중랑구,망우본동,2018,2.88
중랑구,망우본동,2019,2.88
중랑구,망우본동,2020,3.03
중랑구,망우본동,2021,3.03
중랑구,망우본동,2022,3.03
중랑구,면목2동,2018,0.73
중랑구,면목2동,2019,0.73
중랑구,면목2동,2020,0.77
중랑구,면목2동,2021,0.77
중랑구,면목2동,2022,0.77
중랑구,면목3.8동,2018,1.67
중랑구,면목3.8동,2019,1.67
중랑구,면목3.8동,2020,1.63
중랑구,면목3.8동,2021,1.63
중랑구,면목3.8동,2022,1.63
중랑구,면목4동,2018,1.11
중랑구,면목4동,2019,1.1
중랑구,면목4동,2020,0.87
중랑구,면목4동,2021,0.87
중랑구,면목4동,2022,0.87
중랑구,면목5동,2018,0.64
중랑구,면목5동,2019,0.64
중랑구,면목5동,2020,0.7
중랑구,면목5동,2021,0.7
중랑구,면목5동,2022,0.7
중랑구,면목7동,2018,0.87
중랑구,면목7동,2019,0.87
중랑구,면목7동,2020,1.2
중랑구,면목7동,2021,1.2
중랑구,면목7동,2022,1.2
중랑구,면목본동,2018,1.01
중랑구,면목본동,2019,1.01
중랑구,면목본동,2020,0.84
중랑구,면목본동,2021,0.84
중랑구,면목본동,2022,0.84
중랑구,묵1동,2018,1.2
중랑구,묵1동,2019,1.2
중랑구,묵1동,2020,1.2
중랑구,묵1동,2021,1.2
중랑구,묵1동,2022,1.2
중랑구,묵2동,2018,0.7
중랑구,묵2동,2019,0.7
중랑구,묵2동,2020,0.67
중랑구,묵2동,2021,0.67
중랑구,묵2동,2022,0.67
중랑구,상봉1동,2018,0.85
중랑구,상봉1동,2019,0.85
중랑구,상봉1동,2020,0.88
중랑구,상봉1동,2021,0.88
중랑구,상봉1동,2022,0.88
중랑구,상봉2동,2018,0.68
중랑구,상봉2동,2019,0.68
중랑구,상봉2동,2020,0.65
중랑구,상봉2동,2021,0.65
중랑구,상봉2동,2022,0.65
중랑구,신내1동,2018,2.53
중랑구,신내1동,2019,2.53
중랑구,신내1동,2020,2.56
중랑구,신내1동,2021,2.56
중랑구,신내1동,2022,2.56
중랑구,신내2동,2018,0.99
중랑구,신내2동,2019,0.99
중랑구,신내2동,2020,0.93
중랑구,신내2동,2021,0.93
중랑구,신내2동,2022,0.93
중랑구,중화1동,2018,0.68
중랑구,중화1동,2019,0.68
중랑구,중화1동,2020,0.64
중랑구,중화1동,2021,0.64
중랑구,중화1동,2022,0.64
중랑구,중화2동,2018,0.98
중랑구,중화2동,2019,0.98
중랑구,중화2동,2020,1.01
중랑구,중화2동,2021,1.01
중랑구,중화2동,2022,1.01
