구별,동별,연도,차량등록대수
송파구,가락1동,2022,11406.0
송파구,가락2동,2018,11167.0
송파구,가락2동,2019,10992.0
송파구,가락2동,2020,11078.0
송파구,가락2동,2021,10924.0
송파구,가락2동,2022,10758.0
송파구,가락본동,2018,11966.0
송파구,가락본동,2019,12074.0
송파구,가락본동,2020,12420.0
송파구,가락본동,2021,12573.0
송파구,가락본동,2022,12586.0
송파구,거여1동,2018,4242.0
송파구,거여1동,2019,4153.0
송파구,거여1동,2020,4184.0
송파구,거여1동,2021,4104.0
송파구,거여1동,2022,4079.0
송파구,거여2동,2018,5088.0
송파구,거여2동,2019,4987.0
송파구,거여2동,2020,5946.0
송파구,거여2동,2021,5936.0
송파구,거여2동,2022,7416.0
송파구,마천1동,2018,6292.0
송파구,마천1동,2019,6062.0
송파구,마천1동,2020,5985.0
송파구,마천1동,2021,5918.0
송파구,마천1동,2022,5887.0
송파구,마천2동,2018,6091.0
송파구,마천2동,2019,5955.0
송파구,마천2동,2020,5846.0
송파구,마천2동,2021,5750.0
송파구,마천2동,2022,5743.0
송파구,문정1동,2018,11562.0
송파구,문정1동,2019,11214.0
송파구,문정1동,2020,11009.0
송파구,문정1동,2021,10937.0
송파구,문정1동,2022,10886.0
송파구,문정2동,2018,14009.0
송파구,문정2동,2019,14353.0
송파구,문정2동,2020,14696.0
송파구,문정2동,2021,14126.0
송파구,문정2동,2022,14562.0
송파구,방이1동,2018,6776.0
송파구,방이1동,2019,6709.0
송파구,방이1동,2020,6812.0
송파구,방이1동,2021,6831.0
송파구,방이1동,2022,6856.0
송파구,방이2동,2018,7872.0
송파구,방이2동,2019,7757.0
송파구,방이2동,2020,7775.0
송파구,방이2동,2021,7823.0
송파구,방이2동,2022,7838.0
송파구,삼전동,2018,9981.0
송파구,삼전동,2019,9550.0
송파구,삼전동,2020,9453.0
송파구,삼전동,2021,8874.0
송파구,삼전동,2022,8827.0
송파구,석촌동,2018,11073.0
송파구,석촌동,2019,10667.0
송파구,석촌동,2020,10159.0
송파구,석촌동,2021,9970.0
송파구,석촌동,2022,9893.0
송파구,송파1동,2018,8500.0
송파구,송파1동,2019,8246.0
송파구,송파1동,2020,7901.0
송파구,송파1동,2021,7728.0
송파구,송파1동,2022,7725.0
송파구,송파2동,2018,7083.0
송파구,송파2동,2019,7060.0
송파구,송파2동,2020,7110.0
송파구,송파2동,2021,6675.0
송파구,송파2동,2022,6712.0
송파구,오금동,2018,14275.0
송파구,오금동,2019,14193.0
송파구,오금동,2020,13879.0
송파구,오금동,2021,13817.0
송파구,오금동,2022,13805.0
송파구,오륜동,2018,6749.0
송파구,오륜동,2019,6698.0
송파구,오륜동,2020,6761.0
송파구,오륜동,2021,6682.0
송파구,오륜동,2022,6680.0
송파구,위례동,2018,9292.0
송파구,위례동,2019,9329.0
송파구,위례동,2020,10093.0
송파구,위례동,2021,13508.0
송파구,위례동,2022,15102.0
송파구,잠실2동,2018,12194.0
송파구,잠실2동,2019,12182.0
송파구,잠실2동,2020,12241.0
송파구,잠실2동,2021,12241.0
송파구,잠실2동,2022,12195.0
송파구,잠실3동,2018,11961.0
송파구,잠실3동,2019,11828.0
송파구,잠실3동,2020,12041.0
송파구,잠실3동,2021,11972.0
송파구,잠실3동,2022,12045.0
송파구,잠실4동,2018,10515.0
송파구,잠실4동,2019,8330.0
송파구,잠실4동,2020,10131.0
송파구,잠실4동,2021,10166.0
송파구,잠실4동,2022,10216.0
송파구,잠실6동,2018,9501.0
송파구,잠실6동,2019,9878.0
송파구,잠실6동,2020,12677.0
송파구,잠실6동,2021,12942.0
송파구,잠실6동,2022,12281.0
송파구,잠실7동,2018,3672.0
송파구,잠실7동,2019,3624.0
송파구,잠실7동,2020,3627.0
송파구,잠실7동,2021,3619.0
송파구,잠실7동,2022,3642.0
송파구,잠실본동,2018,9200.0
송파구,잠실본동,2019,9054.0
송파구,잠실본동,2020,8839.0
송파구,잠실본동,2021,8848.0
송파구,잠실본동,2022,8851.0
송파구,장지동,2018,12410.0
송파구,장지동,2019,12075.0
송파구,장지동,2020,11209.0
송파구,장지동,2021,11058.0
송파구,장지동,2022,10964.0
송파구,풍납1동,2018,4743.0
송파구,풍납1동,2019,4570.0
송파구,풍납1동,2020,4420.0
송파구,풍납1동,2021,4334.0
송파구,풍납1동,2022,4284.0
송파구,풍납2동,2018,7607.0
송파구,풍납2동,2019,7668.0
송파구,풍납2동,2020,7992.0
송파구,풍납2동,2021,7908.0
송파구,풍납2동,2022,7824.0
양천구,목1동,2018,11600.0
양천구,목1동,2019,11655.0
양천구,목1동,2020,11699.0
양천구,목1동,2021,11646.0
양천구,목1동,2022,11633.0
양천구,목2동,2018,9033.0
양천구,목2동,2019,8890.0
양천구,목2동,2020,8703.0
양천구,목2동,2021,8729.0
양천구,목2동,2022,8754.0
양천구,목3동,2018,6584.0
양천구,목3동,2019,6544.0
양천구,목3동,2020,6478.0
양천구,목3동,2021,6397.0
양천구,목3동,2022,6422.0
양천구,목4동,2018,7543.0
양천구,목4동,2019,7437.0
양천구,목4동,2020,7364.0
양천구,목4동,2021,7321.0
양천구,목4동,2022,7319.0
양천구,목5동,2018,14594.0
양천구,목5동,2019,14505.0
양천구,목5동,2020,14566.0
양천구,목5동,2021,14397.0
양천구,목5동,2022,14330.0
양천구,신월1동,2018,8265.0
양천구,신월1동,2019,8166.0
양천구,신월1동,2020,8355.0
양천구,신월1동,2021,8247.0
양천구,신월1동,2022,8200.0
양천구,신월2동,2018,7363.0
양천구,신월2동,2019,7188.0
양천구,신월2동,2020,6963.0
양천구,신월2동,2021,6846.0
양천구,신월2동,2022,6770.0
양천구,신월3동,2018,6008.0
양천구,신월3동,2019,5938.0
양천구,신월3동,2020,5998.0
양천구,신월3동,2021,5770.0
양천구,신월3동,2022,5656.0
양천구,신월4동,2018,6612.0
양천구,신월4동,2019,6593.0
양천구,신월4동,2020,6494.0
양천구,신월4동,2021,6444.0
양천구,신월4동,2022,6426.0
양천구,신월5동,2018,4780.0
양천구,신월5동,2019,4752.0
양천구,신월5동,2020,4661.0
양천구,신월5동,2021,4596.0
양천구,신월5동,2022,4634.0
양천구,신월6동,2018,3967.0
양천구,신월6동,2019,4048.0
양천구,신월6동,2020,6815.0
양천구,신월6동,2021,6842.0
양천구,신월6동,2022,6987.0
양천구,신월7동,2018,6737.0
양천구,신월7동,2019,6516.0
양천구,신월7동,2020,6290.0
양천구,신월7동,2021,6227.0
양천구,신월7동,2022,6258.0
양천구,신정1동,2018,8045.0
양천구,신정1동,2019,8145.0
양천구,신정1동,2020,8305.0
양천구,신정1동,2021,8247.0
양천구,신정1동,2022,8242.0
양천구,신정2동,2018,6499.0
양천구,신정2동,2019,6428.0
양천구,신정2동,2020,6336.0
양천구,신정2동,2021,6336.0
양천구,신정2동,2022,6277.0
양천구,신정3동,2018,15057.0
양천구,신정3동,2019,14941.0
양천구,신정3동,2020,14872.0
양천구,신정3동,2021,16099.0
양천구,신정3동,2022,16268.0
양천구,신정4동,2018,9691.0
양천구,신정4동,2019,9514.0
양천구,신정4동,2020,9188.0
양천구,신정4동,2021,9005.0
양천구,신정4동,2022,9028.0
양천구,신정6동,2018,8763.0
양천구,신정6동,2019,8784.0
양천구,신정6동,2020,8858.0
양천구,신정6동,2021,8813.0
양천구,신정6동,2022,8833.0
양천구,신정7동,2018,9214.0
양천구,신정7동,2019,9468.0
양천구,신정7동,2020,9344.0
양천구,신정7동,2021,9216.0
양천구,신정7동,2022,9145.0
영등포구,당산1동,2018,7915.0
영등포구,당산1동,2019,7906.0
영등포구,당산1동,2020,7849.0
영등포구,당산1동,2021,7836.0
영등포구,당산1동,2022,7716.0
영등포구,당산2동,2018,12465.0
영등포구,당산2동,2019,12088.0
영등포구,당산2동,2020,12718.0
영등포구,당산2동,2021,12920.0
영등포구,당산2동,2022,12907.0
영등포구,대림1동,2018,4338.0
영등포구,대림1동,2019,4217.0
영등포구,대림1동,2020,4879.0
영등포구,대림1동,2021,4893.0
영등포구,대림1동,2022,4883.0
영등포구,대림2동,2018,4199.0
영등포구,대림2동,2019,4071.0
영등포구,대림2동,2020,4082.0
영등포구,대림2동,2021,4079.0
영등포구,대림2동,2022,4068.0
영등포구,대림3동,2018,8363.0
영등포구,대림3동,2019,8181.0
영등포구,대림3동,2020,7992.0
영등포구,대림3동,2021,8043.0
영등포구,대림3동,2022,8106.0
영등포구,도림1동,2020,1.0
영등포구,도림동,2018,5975.0
영등포구,도림동,2019,5907.0
영등포구,도림동,2020,5691.0
영등포구,도림동,2021,5705.0
영등포구,도림동,2022,5691.0
영등포구,문래동,2018,13566.0
영등포구,문래동,2019,13436.0
영등포구,문래동,2020,13963.0
영등포구,문래동,2021,14018.0
영등포구,문래동,2022,13986.0
영등포구,신길1동,2018,5014.0
영등포구,신길1동,2019,4998.0
영등포구,신길1동,2020,4916.0
영등포구,신길1동,2021,4937.0
영등포구,신길1동,2022,4941.0
영등포구,신길3동,2018,4454.0
영등포구,신길3동,2019,4904.0
영등포구,신길3동,2020,4880.0
영등포구,신길3동,2021,4910.0
영등포구,신길3동,2022,4931.0
영등포구,신길4동,2018,2505.0
영등포구,신길4동,2019,2452.0
영등포구,신길4동,2020,3483.0
영등포구,신길4동,2021,3693.0
영등포구,신길4동,2022,3731.0
영등포구,신길5동,2018,2909.0
영등포구,신길5동,2019,2733.0
영등포구,신길5동,2020,3567.0
영등포구,신길5동,2021,3469.0
영등포구,신길5동,2022,3400.0
영등포구,신길6동,2018,5023.0
영등포구,신길6동,2019,4883.0
영등포구,신길6동,2020,4898.0
영등포구,신길6동,2021,5331.0
영등포구,신길6동,2022,5281.0
영등포구,신길7동,2018,5420.0
영등포구,신길7동,2019,5369.0
영등포구,신길7동,2020,6645.0
영등포구,신길7동,2021,6670.0
영등포구,신길7동,2022,6702.0
영등포구,양평1동,2018,11011.0
영등포구,양평1동,2019,10044.0
영등포구,양평1동,2020,9917.0
영등포구,양평1동,2021,9796.0
영등포구,양평1동,2022,9745.0
영등포구,양평2동,2018,11521.0
영등포구,양평2동,2019,12207.0
영등포구,양평2동,2020,12391.0
영등포구,양평2동,2021,12189.0
영등포구,양평2동,2022,11895.0
영등포구,여의동,2018,23346.0
영등포구,여의동,2019,22750.0
영등포구,여의동,2020,21850.0
영등포구,여의동,2021,20867.0
영등포구,여의동,2022,20629.0
영등포구,영등포동,2018,9572.0
영등포구,영등포동,2019,9633.0
영등포구,영등포동,2020,10215.0
영등포구,영등포동,2021,10466.0
영등포구,영등포동,2022,10572.0
영등포구,영등포본동,2018,6239.0
영등포구,영등포본동,2019,6158.0
영등포구,영등포본동,2020,6176.0
영등포구,영등포본동,2021,6224.0
영등포구,영등포본동,2022,6261.0
용산구,남영동,2018,2168.0
용산구,남영동,2019,2197.0
용산구,남영동,2020,2398.0
용산구,남영동,2021,2631.0
용산구,남영동,2022,2660.0
용산구,보광동,2018,3194.0
용산구,보광동,2019,3072.0
용산구,보광동,2020,3131.0
용산구,보광동,2021,3092.0
용산구,보광동,2022,3072.0
용산구,서빙고동,2018,4648.0
용산구,서빙고동,2019,4663.0
용산구,서빙고동,2020,4641.0
용산구,서빙고동,2021,4706.0
용산구,서빙고동,2022,4710.0
용산구,용문동,2018,3430.0
용산구,용문동,2019,3402.0
용산구,용문동,2020,3404.0
용산구,용문동,2021,3385.0
용산구,용문동,2022,3372.0
용산구,용산2가동,2018,2299.0
용산구,용산2가동,2019,2222.0
용산구,용산2가동,2020,2160.0
용산구,용산2가동,2021,2157.0
용산구,용산2가동,2022,2126.0
용산구,원효로1동,2018,6085.0
용산구,원효로1동,2019,6199.0
용산구,원효로1동,2020,6256.0
용산구,원효로1동,2021,6339.0
용산구,원효로1동,2022,6336.0
용산구,원효로2동,2018,5252.0
용산구,원효로2동,2019,5140.0
용산구,원효로2동,2020,5068.0
용산구,원효로2동,2021,5005.0
용산구,원효로2동,2022,5039.0
용산구,이촌1동,2018,10169.0
용산구,이촌1동,2019,10600.0
용산구,이촌1동,2020,12040.0
용산구,이촌1동,2021,12521.0
용산구,이촌1동,2022,8907.0
용산구,이촌2동,2018,4328.0
용산구,이촌2동,2019,4049.0
용산구,이촌2동,2020,3680.0
용산구,이촌2동,2021,3559.0
용산구,이촌2동,2022,2709.0
용산구,이태원1동,2018,2471.0
용산구,이태원1동,2019,2346.0
용산구,이태원1동,2020,2363.0
용산구,이태원1동,2021,2348.0
용산구,이태원1동,2022,2310.0
용산구,이태원2동,2018,2429.0
용산구,이태원2동,2019,2404.0
용산구,이태원2동,2020,2479.0
용산구,이태원2동,2021,2548.0
용산구,이태원2동,2022,2528.0
용산구,청파동,2018,4361.0
용산구,청파동,2019,4462.0
용산구,청파동,2020,4300.0
용산구,청파동,2021,4288.0
용산구,청파동,2022,4277.0
용산구,한강로동,2018,12478.0
용산구,한강로동,2019,11347.0
용산구,한강로동,2020,12166.0
용산구,한강로동,2021,12329.0
용산구,한강로동,2022,12285.0
용산구,한남동,2018,7207.0
용산구,한남동,2019,7122.0
용산구,한남동,2020,7576.0
용산구,한남동,2021,7519.0
용산구,한남동,2022,7488.0
용산구,효창동,2018,2721.0
용산구,효창동,2019,3101.0
용산구,효창동,2020,3120.0
용산구,효창동,2021,3123.0
용산구,효창동,2022,3246.0
용산구,후암동,2018,4087.0
용산구,후암동,2019,4020.0
용산구,후암동,2020,4047.0
용산구,후암동,2021,4035.0
용산구,후암동,2022,4014.0
은평구,갈현1동,2018,6008.0
은평구,갈현1동,2019,5794.0
은평구,갈현1동,2020,5676.0
은평구,갈현1동,2021,5485.0
은평구,갈현1동,2022,5431.0
은평구,갈현2동,2018,7726.0
은평구,갈현2동,2019,7668.0
은평구,갈현2동,2020,7523.0
은평구,갈현2동,2021,7504.0
은평구,갈현2동,2022,7503.0
은평구,구산동,2018,9548.0
은평구,구산동,2019,9440.0
은평구,구산동,2020,9297.0
은평구,구산동,2021,9338.0
은평구,구산동,2022,9339.0
은평구,녹번동,2018,9377.0
은평구,녹번동,2019,10388.0
은평구,녹번동,2020,10540.0
은평구,녹번동,2021,10508.0
은평구,녹번동,2022,10447.0
은평구,대조동,2018,7174.0
은평구,대조동,2019,6173.0
은평구,대조동,2020,6059.0
은평구,대조동,2021,6041.0
은평구,대조동,2022,6064.0
은평구,불광1동,2018,10511.0
은평구,불광1동,2019,10379.0
은평구,불광1동,2020,10413.0
은평구,불광1동,2021,10400.0
은평구,불광1동,2022,10463.0
은평구,불광2동,2018,6687.0
은평구,불광2동,2019,6661.0
은평구,불광2동,2020,6527.0
은평구,불광2동,2021,6483.0
은평구,불광2동,2022,6484.0
은평구,수색동,2018,3741.0
은평구,수색동,2019,3075.0
은평구,수색동,2020,3902.0
은평구,수색동,2021,4448.0
은평구,수색동,2022,4695.0
은평구,신사1동,2018,8182.0
은평구,신사1동,2019,8171.0
은평구,신사1동,2020,8071.0
은평구,신사1동,2021,8039.0
은평구,신사1동,2022,8015.0
은평구,신사2동,2018,6628.0
은평구,신사2동,2019,6540.0
은평구,신사2동,2020,6400.0
은평구,신사2동,2021,6284.0
은평구,신사2동,2022,6210.0
은평구,역촌동,2018,12719.0
은평구,역촌동,2019,12367.0
은평구,역촌동,2020,12200.0
은평구,역촌동,2021,12188.0
은평구,역촌동,2022,12134.0
은평구,응암1동,2018,6740.0
은평구,응암1동,2019,6612.0
은평구,응암1동,2020,8518.0
은평구,응암1동,2021,9339.0
은평구,응암1동,2022,9505.0
은평구,응암2동,2018,6123.0
은평구,응암2동,2019,7618.0
은평구,응암2동,2020,8472.0
은평구,응암2동,2021,8720.0
은평구,응암2동,2022,8786.0
은평구,응암3동,2018,5899.0
은평구,응암3동,2019,5852.0
은평구,응암3동,2020,5798.0
은평구,응암3동,2021,5730.0
은평구,응암3동,2022,5715.0
은평구,증산동,2018,4938.0
은평구,증산동,2019,4913.0
은평구,증산동,2020,4717.0
은평구,증산동,2021,4643.0
은평구,증산동,2022,5125.0
은평구,진관동,2018,17629.0
은평구,진관동,2019,18157.0
은평구,진관동,2020,18073.0
은평구,진관동,2021,18017.0
은평구,진관동,2022,17867.0
종로구,가회동,2018,1335.0
종로구,가회동,2019,1280.0
종로구,가회동,2020,1289.0
종로구,가회동,2021,1259.0
종로구,가회동,2022,1265.0
종로구,교남동,2018,2904.0
종로구,교남동,2019,2853.0
종로구,교남동,2020,2881.0
종로구,교남동,2021,2935.0
종로구,교남동,2022,2942.0
종로구,무악동,2018,2668.0
종로구,무악동,2019,2821.0
종로구,무악동,2020,2792.0
종로구,무악동,2021,2829.0
종로구,무악동,2022,2796.0
종로구,부암동,2018,3121.0
종로구,부암동,2019,3086.0
종로구,부암동,2020,3163.0
종로구,부암동,2021,3160.0
종로구,부암동,2022,3140.0
종로구,사직동,2018,8574.0
종로구,사직동,2019,8100.0
종로구,사직동,2020,8082.0
종로구,사직동,2021,8178.0
종로구,사직동,2022,8170.0
종로구,삼청동,2018,837.0
종로구,삼청동,2019,838.0
종로구,삼청동,2020,832.0
종로구,삼청동,2021,792.0
종로구,삼청동,2022,777.0
종로구,숭인1동,2018,1545.0
종로구,숭인1동,2019,1488.0
종로구,숭인1동,2020,1482.0
종로구,숭인1동,2021,1482.0
종로구,숭인1동,2022,1477.0
종로구,숭인2동,2018,2202.0
종로구,숭인2동,2019,2188.0
종로구,숭인2동,2020,2235.0
종로구,숭인2동,2021,2199.0
종로구,숭인2동,2022,2185.0
종로구,이화동,2018,1733.0
종로구,이화동,2019,1662.0
종로구,이화동,2020,1647.0
종로구,이화동,2021,1698.0
종로구,이화동,2022,1714.0
종로구,종로1.2.3.4가동,2018,5355.0
종로구,종로1.2.3.4가동,2019,5602.0
종로구,종로1.2.3.4가동,2020,5717.0
종로구,종로1.2.3.4가동,2021,5757.0
종로구,종로1.2.3.4가동,2022,6317.0
종로구,종로5.6가동,2018,1912.0
종로구,종로5.6가동,2019,1887.0
종로구,종로5.6가동,2020,1859.0
종로구,종로5.6가동,2021,1757.0
종로구,종로5.6가동,2022,1749.0
종로구,창신1동,2018,1211.0
종로구,창신1동,2019,1175.0
종로구,창신1동,2020,1173.0
종로구,창신1동,2021,1184.0
종로구,창신1동,2022,1197.0
종로구,창신2동,2018,1499.0
종로구,창신2동,2019,1400.0
종로구,창신2동,2020,1418.0
종로구,창신2동,2021,1433.0
종로구,창신2동,2022,1433.0
종로구,창신3동,2018,1733.0
종로구,창신3동,2019,1727.0
종로구,창신3동,2020,1692.0
종로구,창신3동,2021,1699.0
종로구,창신3동,2022,1657.0
종로구,청운효자동,2018,3705.0
종로구,청운효자동,2019,3707.0
종로구,청운효자동,2020,3714.0
종로구,청운효자동,2021,3635.0
종로구,청운효자동,2022,3584.0
종로구,평창동,2018,6544.0
종로구,평창동,2019,6482.0
종로구,평창동,2020,6534.0
종로구,평창동,2021,6628.0
종로구,평창동,2022,6629.0
종로구,혜화동,2018,3621.0
종로구,혜화동,2019,3540.0
종로구,혜화동,2020,3546.0
종로구,혜화동,2021,3517.0
종로구,혜화동,2022,3519.0
중구,광희동,2018,2459.0
중구,광희동,2019,2382.0
중구,광희동,2020,2475.0
중구,광희동,2021,2426.0
중구,광희동,2022,2434.0
중구,다산동,2018,3324.0
중구,다산동,2019,3352.0
중구,다산동,2020,3332.0
중구,다산동,2021,3375.0
중구,다산동,2022,3352.0
중구,동화동,2018,2938.0
중구,동화동,2019,2892.0
중구,동화동,2020,2981.0
중구,동화동,2021,2913.0
중구,동화동,2022,2920.0
중구,명동,2018,5619.0
중구,명동,2019,5744.0
중구,명동,2020,5820.0
중구,명동,2021,8147.0
중구,명동,2022,7791.0
중구,소공동,2018,5040.0
중구,소공동,2019,5185.0
중구,소공동,2020,4367.0
중구,소공동,2021,4073.0
중구,소공동,2022,4174.0
중구,신당5동,2018,2500.0
중구,신당5동,2019,2790.0
중구,신당5동,2020,2820.0
중구,신당5동,2021,2974.0
중구,신당5동,2022,2990.0
중구,신당동,2018,3356.0
중구,신당동,2019,3292.0
중구,신당동,2020,3406.0
중구,신당동,2021,3450.0
중구,신당동,2022,3474.0
중구,약수동,2018,4839.0
중구,약수동,2019,4753.0
중구,약수동,2020,4823.0
중구,약수동,2021,4714.0
중구,약수동,2022,4730.0
중구,을지로동,2018,1718.0
중구,을지로동,2019,1687.0
중구,을지로동,2020,1714.0
중구,을지로동,2021,1685.0
중구,을지로동,2022,1652.0
중구,장충동,2018,1390.0
중구,장충동,2019,1328.0
중구,장충동,2020,1295.0
중구,장충동,2021,1293.0
중구,장충동,2022,1304.0
중구,중림동,2018,3989.0
중구,중림동,2019,3849.0
중구,중림동,2020,3853.0
중구,중림동,2021,3864.0
중구,중림동,2022,3822.0
중구,청구동,2018,3598.0
중구,청구동,2019,3529.0
중구,청구동,2020,3537.0
중구,청구동,2021,3562.0
중구,청구동,2022,3544.0
중구,필동,2018,2221.0
중구,필동,2019,2200.0
중구,필동,2020,2139.0
중구,필동,2021,2156.0
중구,필동,2022,2110.0
중구,황학동,2018,3253.0
중구,황학동,2019,3351.0
중구,황학동,2020,3399.0
중구,황학동,2021,3459.0
중구,황학동,2022,3461.0
중구,회현동,2018,5170.0
중구,회현동,2019,5008.0
중구,회현동,2020,4782.0
중구,회현동,2021,12695.0
중구,회현동,2022,11613.0
중랑구,망우3동,2018,4968.0
중랑구,망우3동,2019,5017.0
중랑구,망우3동,2020,5198.0
중랑구,망우3동,2021,5282.0
중랑구,망우3동,2022,5274.0
중랑구,망우본동,2018,9978.0
중랑구,망우본동,2019,9726.0
중랑구,망우본동,2020,9560.0
중랑구,망우본동,2021,10402.0
중랑구,망우본동,2022,11189.0
중랑구,면목2동,2018,7455.0
중랑구,면목2동,2019,7401.0
중랑구,면목2동,2020,7377.0
중랑구,면목2동,2021,7381.0
중랑구,면목2동,2022,7445.0
중랑구,면목3.8동,2018,6546.0
중랑구,면목3.8동,2019,6415.0
중랑구,면목3.8동,2020,6307.0
중랑구,면목3.8동,2021,6136.0
중랑구,면목3.8동,2022,6075.0
중랑구,면목4동,2018,5193.0
중랑구,면목4동,2019,5032.0
중랑구,면목4동,2020,5015.0
중랑구,면목4동,2021,5214.0
중랑구,면목4동,2022,5174.0
중랑구,면목5동,2018,2850.0
중랑구,면목5동,2019,2784.0
중랑구,면목5동,2020,4472.0
중랑구,면목5동,2021,4665.0
중랑구,면목5동,2022,4711.0
중랑구,면목7동,2018,5827.0
중랑구,면목7동,2019,5836.0
중랑구,면목7동,2020,6060.0
중랑구,면목7동,2021,5994.0
중랑구,면목7동,2022,5996.0
중랑구,면목본동,2018,8158.0
중랑구,면목본동,2019,8171.0
중랑구,면목본동,2020,8054.0
중랑구,면목본동,2021,8027.0
중랑구,면목본동,2022,8022.0
중랑구,묵1동,2018,11035.0
중랑구,묵1동,2019,10908.0
중랑구,묵1동,2020,10931.0
중랑구,묵1동,2021,10659.0
중랑구,묵1동,2022,10614.0
중랑구,묵2동,2018,5838.0
중랑구,묵2동,2019,5684.0
중랑구,묵2동,2020,5715.0
중랑구,묵2동,2021,5573.0
중랑구,묵2동,2022,5620.0
중랑구,상봉1동,2018,8270.0
중랑구,상봉1동,2019,8309.0
중랑구,상봉1동,2020,8295.0
중랑구,상봉1동,2021,8128.0
중랑구,상봉1동,2022,8059.0
중랑구,상봉2동,2018,5362.0
중랑구,상봉2동,2019,5368.0
중랑구,상봉2동,2020,5379.0
중랑구,상봉2동,2021,5363.0
중랑구,상봉2동,2022,5353.0
중랑구,신내1동,2018,12890.0
중랑구,신내1동,2019,12949.0
중랑구,신내1동,2020,12846.0
중랑구,신내1동,2021,12820.0
중랑구,신내1동,2022,12815.0
중랑구,신내2동,2018,6950.0
중랑구,신내2동,2019,6920.0
중랑구,신내2동,2020,6871.0
중랑구,신내2동,2021,6894.0
중랑구,신내2동,2022,6891.0
중랑구,중화1동,2018,5779.0
중랑구,중화1동,2019,5625.0
중랑구,중화1동,2020,5585.0
중랑구,중화1동,2021,5570.0
중랑구,중화1동,2022,5571.0
중랑구,중화2동,2018,6804.0
중랑구,중화2동,2019,6467.0
중랑구,중화2동,2020,6244.0
중랑구,중화2동,2021,6160.0
중랑구,중화2동,2022,6185.0
