"시점","동별(1)",동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢)
"2021","합계",소계,소계,9736027,605.24,16086
"2021","합계",종로구,소계,153789,23.91,6431
"2021","합계",종로구,사직동,9636,1.23,7834
"2021","합계",종로구,삼청동,2739,1.49,1838
"2021","합계",종로구,부암동,9782,2.27,4309
"2021","합계",종로구,평창동,18329,8.87,2066
"2021","합계",종로구,무악동,8297,0.36,23047
"2021","합계",종로구,교남동,10203,0.35,29151
"2021","합계",종로구,가회동,4194,0.54,7767
"2021","합계",종로구,종로1.2.3.4가동,8595,2.35,3657
"2021","합계",종로구,종로5.6가동,5476,0.60,9127
"2021","합계",종로구,이화동,7705,0.78,9878
"2021","합계",종로구,창신1동,5631,0.31,18165
"2021","합계",종로구,창신2동,9051,0.26,34812
"2021","합계",종로구,창신3동,6733,0.23,29274
"2021","합계",종로구,숭인1동,6106,0.23,26548
"2021","합계",종로구,숭인2동,10175,0.35,29071
"2021","합계",종로구,청운효자동,12177,2.57,4738
"2021","합계",종로구,혜화동,18960,1.12,16929
"2021","합계",중구,소계,131787,9.96,13231
"2021","합계",중구,소공동,3367,0.95,3544
"2021","합계",중구,회현동,5432,0.84,6467
"2021","합계",중구,명동,3742,0.99,3780
"2021","합계",중구,필동,4679,1.14,4104
"2021","합계",중구,장충동,5301,1.36,3898
"2021","합계",중구,광희동,6340,0.74,8568
"2021","합계",중구,을지로동,1914,0.60,3190
"2021","합계",중구,신당5동,10708,0.39,27456
"2021","합계",중구,황학동,13444,0.33,40739
"2021","합계",중구,중림동,12351,0.48,25731
"2021","합계",중구,신당동,9095,0.55,16536
"2021","합계",중구,다산동,14274,0.51,27988
"2021","합계",중구,약수동,16889,0.48,35185
"2021","합계",중구,청구동,13818,0.34,40641
"2021","합계",중구,동화동,10433,0.26,40127
"2021","합계",용산구,소계,237285,21.87,10852
"2021","합계",용산구,후암동,17308,0.86,20126
"2021","합계",용산구,용산2가동,10775,1.96,5497
"2021","합계",용산구,남영동,7825,1.19,6576
"2021","합계",용산구,원효로2동,13875,0.71,19542
"2021","합계",용산구,효창동,10156,0.44,23082
"2021","합계",용산구,용문동,11985,0.28,42804
"2021","합계",용산구,이촌1동,26632,2.86,9312
"2021","합계",용산구,이촌2동,8374,1.22,6864
"2021","합계",용산구,이태원1동,8126,0.57,14256
"2021","합계",용산구,이태원2동,10604,0.86,12330
"2021","합계",용산구,서빙고동,13912,2.80,4969
"2021","합계",용산구,보광동,14708,0.71,20715
"2021","합계",용산구,청파동,20076,0.90,22307
"2021","합계",용산구,원효로1동,16577,0.59,28097
"2021","합계",용산구,한강로동,23411,2.90,8073
"2021","합계",용산구,한남동,22941,3.01,7622
"2021","합계",성동구,소계,292672,16.86,17359
"2021","합계",성동구,왕십리2동,16819,0.41,41022
"2021","합계",성동구,마장동,22991,1.05,21896
"2021","합계",성동구,사근동,13505,1.10,12277
"2021","합계",성동구,행당1동,14193,0.59,24056
"2021","합계",성동구,행당2동,23376,0.42,55657
"2021","합계",성동구,응봉동,15458,0.57,27119
"2021","합계",성동구,금호1가동,15315,0.46,33293
"2021","합계",성동구,금호4가동,14452,0.84,17205
"2021","합계",성동구,성수1가1동,16814,1.97,8535
"2021","합계",성동구,성수1가2동,12874,0.89,14465
"2021","합계",성동구,성수2가1동,16279,1.17,13914
"2021","합계",성동구,성수2가3동,10985,1.03,10665
"2021","합계",성동구,송정동,10915,0.75,14553
"2021","합계",성동구,용답동,12568,2.31,5441
"2021","합계",성동구,왕십리도선동,26910,0.72,37375
"2021","합계",성동구,금호2.3가동,22909,0.64,35795
"2021","합계",성동구,옥수동,26309,1.94,13561
"2021","합계",광진구,소계,352627,17.06,20666
"2021","합계",광진구,화양동,26034,1.16,22443
"2021","합계",광진구,군자동,21500,0.74,29054
"2021","합계",광진구,중곡1동,15862,0.62,25584
"2021","합계",광진구,중곡2동,21739,0.55,39525
"2021","합계",광진구,중곡3동,16357,0.60,27262
"2021","합계",광진구,중곡4동,28954,2.32,12480
"2021","합계",광진구,능동,11619,1.10,10563
"2021","합계",광진구,구의1동,22139,0.56,39534
"2021","합계",광진구,구의2동,27008,1.39,19430
"2021","합계",광진구,구의3동,28891,1.02,28325
"2021","합계",광진구,광장동,34834,2.39,14575
"2021","합계",광진구,자양1동,23134,0.57,40586
"2021","합계",광진구,자양2동,24930,1.68,14839
"2021","합계",광진구,자양3동,28330,1.20,23608
"2021","합계",광진구,자양4동,21296,1.16,18359
"2021","합계",동대문구,소계,352006,14.22,24762
"2021","합계",동대문구,회기동,12727,0.76,16746
"2021","합계",동대문구,휘경1동,16105,0.63,25563
"2021","합계",동대문구,휘경2동,24847,1.05,23664
"2021","합계",동대문구,청량리동,19280,1.20,16067
"2021","합계",동대문구,용신동,33055,1.61,20531
"2021","합계",동대문구,제기동,26577,1.18,22523
"2021","합계",동대문구,전농1동,29699,1.19,24957
"2021","합계",동대문구,전농2동,18876,0.86,21949
"2021","합계",동대문구,답십리2동,28595,0.85,33641
"2021","합계",동대문구,장안1동,38794,1.25,31035
"2021","합계",동대문구,장안2동,32791,1.09,30083
"2021","합계",동대문구,이문1동,20870,1.04,20067
"2021","합계",동대문구,이문2동,20417,0.69,29590
"2021","합계",동대문구,답십리1동,29373,0.81,36263
"2021","합계",중랑구,소계,391885,18.50,21188
"2021","합계",중랑구,면목2동,24405,0.77,31695
"2021","합계",중랑구,면목4동,19308,0.87,22193
"2021","합계",중랑구,면목5동,14897,0.70,21281
"2021","합계",중랑구,면목7동,22070,1.20,18392
"2021","합계",중랑구,상봉1동,24190,0.88,27489
"2021","합계",중랑구,상봉2동,20647,0.65,31765
"2021","합계",중랑구,중화1동,19784,0.64,30913
"2021","합계",중랑구,중화2동,25315,1.01,25064
"2021","합계",중랑구,묵1동,34636,1.20,28863
"2021","합계",중랑구,묵2동,18946,0.67,28278
"2021","합계",중랑구,망우3동,16698,0.92,18150
"2021","합계",중랑구,신내1동,38649,2.56,15097
"2021","합계",중랑구,신내2동,20529,0.93,22074
"2021","합계",중랑구,면목본동,34188,0.84,40700
"2021","합계",중랑구,면목3.8동,25154,1.63,15432
"2021","합계",중랑구,망우본동,32469,3.03,10716
"2021","합계",성북구,소계,440142,24.58,17909
"2021","합계",성북구,돈암1동,14791,0.49,30186
"2021","합계",성북구,돈암2동,23913,0.48,49819
"2021","합계",성북구,안암동,16527,1.33,12426
"2021","합계",성북구,보문동,15766,0.56,28154
"2021","합계",성북구,정릉1동,18377,0.44,41766
"2021","합계",성북구,정릉2동,23268,1.17,19887
"2021","합계",성북구,정릉3동,16210,3.71,4369
"2021","합계",성북구,정릉4동,25322,3.13,8090
"2021","합계",성북구,길음1동,35615,0.79,45082
"2021","합계",성북구,길음2동,16780,0.58,28931
"2021","합계",성북구,월곡1동,26525,0.81,32747
"2021","합계",성북구,월곡2동,19896,1.36,14629
"2021","합계",성북구,장위1동,24511,0.70,35016
"2021","합계",성북구,장위2동,13953,0.67,20825
"2021","합계",성북구,장위3동,15980,0.65,24585
"2021","합계",성북구,성북동,17026,2.86,5953
"2021","합계",성북구,삼선동,23413,0.92,25449
"2021","합계",성북구,동선동,16115,0.73,22075
"2021","합계",성북구,종암동,40325,1.46,27620
"2021","합계",성북구,석관동,35829,1.73,20710
"2021","합계",강북구,소계,302563,23.60,12820
"2021","합계",강북구,번1동,18717,0.66,28359
"2021","합계",강북구,번2동,15932,0.95,16771
"2021","합계",강북구,번3동,16905,1.10,15368
"2021","합계",강북구,수유1동,20849,1.67,12484
"2021","합계",강북구,수유2동,21421,0.57,37581
"2021","합계",강북구,수유3동,23393,0.72,32490
"2021","합계",강북구,삼양동,23802,0.91,26156
"2021","합계",강북구,미아동,21997,0.93,23653
"2021","합계",강북구,송중동,30035,1.01,29738
"2021","합계",강북구,송천동,26801,0.90,29779
"2021","합계",강북구,삼각산동,31470,0.62,50758
"2021","합계",강북구,우이동,20678,10.28,2011
"2021","합계",강북구,인수동,30563,3.28,9318
"2021","합계",도봉구,소계,319373,20.65,15465
"2021","합계",도봉구,쌍문1동,21658,1.24,17466
"2021","합계",도봉구,쌍문2동,18864,0.54,34933
"2021","합계",도봉구,쌍문3동,16768,0.50,33536
"2021","합계",도봉구,쌍문4동,18643,0.52,35852
"2021","합계",도봉구,방학1동,28912,0.69,41901
"2021","합계",도봉구,방학2동,19867,0.74,26847
"2021","합계",도봉구,방학3동,27110,2.62,10347
"2021","합계",도봉구,창1동,24827,0.88,28213
"2021","합계",도봉구,창2동,29337,1.05,27940
"2021","합계",도봉구,창3동,13923,0.67,20781
"2021","합계",도봉구,창4동,26583,0.95,27982
"2021","합계",도봉구,창5동,24709,0.70,35299
"2021","합계",도봉구,도봉1동,21210,8.72,2432
"2021","합계",도봉구,도봉2동,26962,0.83,32484
"2021","합계",노원구,소계,514946,35.44,14530
"2021","합계",노원구,월계1동,22240,1.16,19172
"2021","합계",노원구,월계2동,26704,1.94,13765
"2021","합계",노원구,월계3동,30069,1.17,25700
"2021","합계",노원구,공릉2동,41004,6.82,6012
"2021","합계",노원구,하계1동,27036,1.55,17443
"2021","합계",노원구,하계2동,22034,0.51,43204
"2021","합계",노원구,중계본동,24009,1.97,12187
"2021","합계",노원구,중계1동,26877,0.63,42662
"2021","합계",노원구,중계4동,19975,1.70,11750
"2021","합계",노원구,상계1동,38275,5.62,6810
"2021","합계",노원구,상계2동,20143,0.61,33021
"2021","합계",노원구,상계5동,24077,1.01,23839
"2021","합계",노원구,상계8동,22598,0.67,33728
"2021","합계",노원구,상계9동,20529,0.81,25344
"2021","합계",노원구,상계10동,18731,0.80,23414
"2021","합계",노원구,상계3.4동,26268,5.05,5202
"2021","합계",노원구,상계6.7동,32774,1.11,29526
"2021","합계",노원구,중계2.3동,34326,0.90,38140
"2021","합계",노원구,공릉1동,37277,1.41,26438
"2021","합계",은평구,소계,477173,29.71,16061
"2021","합계",은평구,녹번동,37164,1.79,20762
"2021","합계",은평구,불광1동,38777,3.13,12389
"2021","합계",은평구,갈현1동,22077,0.97,22760
"2021","합계",은평구,갈현2동,28547,0.96,29736
"2021","합계",은평구,구산동,32464,1.38,23525
"2021","합계",은평구,대조동,27204,0.85,32005
"2021","합계",은평구,응암1동,33287,1.20,27739
"2021","합계",은평구,응암2동,28107,0.78,36035
"2021","합계",은평구,신사1동,27231,0.84,32418
"2021","합계",은평구,신사2동,20330,1.00,20330
"2021","합계",은평구,증산동,15034,0.81,18560
"2021","합계",은평구,수색동,12752,1.29,9885
"2021","합계",은평구,진관동,56012,11.53,4858
"2021","합계",은평구,불광2동,27798,1.38,20143
"2021","합계",은평구,응암3동,24637,0.63,39106
"2021","합계",은평구,역촌동,45752,1.16,39441
"2021","합계",서대문구,소계,315659,17.63,17908
"2021","합계",서대문구,천연동,17359,0.97,17896
"2021","합계",서대문구,홍제1동,23929,1.23,19454
"2021","합계",서대문구,홍제3동,15478,0.81,19109
"2021","합계",서대문구,홍제2동,13801,1.05,13144
"2021","합계",서대문구,홍은1동,22933,1.58,14515
"2021","합계",서대문구,홍은2동,27222,2.06,13215
"2021","합계",서대문구,남가좌1동,15627,0.51,30641
"2021","합계",서대문구,남가좌2동,30807,0.77,40009
"2021","합계",서대문구,북가좌1동,18121,0.55,32947
"2021","합계",서대문구,북가좌2동,31893,0.84,37968
"2021","합계",서대문구,충현동,20760,1.12,18536
"2021","합계",서대문구,북아현동,16236,0.46,35296
"2021","합계",서대문구,신촌동,23759,2.63,9034
"2021","합계",서대문구,연희동,37734,3.05,12372
"2021","합계",마포구,소계,378686,23.85,15878
"2021","합계",마포구,용강동,22038,0.84,26236
"2021","합계",마포구,대흥동,15848,0.87,18216
"2021","합계",마포구,염리동,17657,0.44,40130
"2021","합계",마포구,신수동,22834,0.78,29274
"2021","합계",마포구,서교동,26549,1.65,16090
"2021","합계",마포구,합정동,17649,1.72,10261
"2021","합계",마포구,망원1동,20351,1.13,18010
"2021","합계",마포구,망원2동,18764,0.67,28006
"2021","합계",마포구,연남동,15899,0.64,24842
"2021","합계",마포구,성산1동,19246,0.80,24058
"2021","합계",마포구,성산2동,39909,2.07,19280
"2021","합계",마포구,상암동,31473,8.40,3747
"2021","합계",마포구,도화동,21391,0.62,34502
"2021","합계",마포구,서강동,25600,1.45,17655
"2021","합계",마포구,공덕동,37792,1.01,37418
"2021","합계",마포구,아현동,25686,0.76,33797
"2021","합계",양천구,소계,450487,17.41,25882
"2021","합계",양천구,목1동,30883,1.41,21903
"2021","합계",양천구,목2동,30139,1.03,29261
"2021","합계",양천구,목3동,21977,0.53,41466
"2021","합계",양천구,목4동,25544,0.57,44814
"2021","합계",양천구,신월1동,20693,0.65,31835
"2021","합계",양천구,신월2동,20819,0.61,34130
"2021","합계",양천구,신월3동,15372,0.87,17669
"2021","합계",양천구,신월4동,18012,0.52,34638
"2021","합계",양천구,신월5동,14750,0.69,21377
"2021","합계",양천구,신월6동,13945,0.41,34012
"2021","합계",양천구,신월7동,19917,1.19,16737
"2021","합계",양천구,신정1동,20487,0.70,29267
"2021","합계",양천구,신정2동,19596,0.52,37685
"2021","합계",양천구,신정3동,49979,2.72,18375
"2021","합계",양천구,신정6동,24552,0.96,25575
"2021","합계",양천구,신정7동,29171,1.21,24108
"2021","합계",양천구,목5동,41308,1.81,22822
"2021","합계",양천구,신정4동,33343,1.01,33013
"2021","합계",강서구,소계,579768,41.45,13986
"2021","합계",강서구,염창동,41764,1.74,24002
"2021","합계",강서구,등촌1동,24436,0.64,38181
"2021","합계",강서구,등촌2동,20423,0.92,22199
"2021","합계",강서구,등촌3동,30714,0.79,38878
"2021","합계",강서구,화곡본동,34612,0.98,35318
"2021","합계",강서구,화곡2동,18096,0.45,40213
"2021","합계",강서구,화곡3동,21661,0.53,40870
"2021","합계",강서구,화곡4동,20820,0.82,25390
"2021","합계",강서구,화곡6동,25096,1.11,22609
"2021","합계",강서구,화곡8동,24789,0.53,46772
"2021","합계",강서구,가양1동,34395,4.70,7318
"2021","합계",강서구,가양2동,14109,1.00,14109
"2021","합계",강서구,가양3동,15138,0.50,30276
"2021","합계",강서구,발산1동,36572,2.94,12439
"2021","합계",강서구,공항동,31483,10.87,2896
"2021","합계",강서구,방화1동,43181,1.48,29176
"2021","합계",강서구,방화2동,23656,6.41,3690
"2021","합계",강서구,방화3동,22924,2.55,8990
"2021","합계",강서구,화곡1동,52770,1.12,47116
"2021","합계",강서구,우장산동,43129,1.36,31713
"2021","합계",구로구,소계,421163,20.12,20933
"2021","합계",구로구,신도림동,36342,1.47,24722
"2021","합계",구로구,구로1동,21166,1.02,20751
"2021","합계",구로구,구로3동,25157,1.02,24664
"2021","합계",구로구,구로4동,23745,0.46,51620
"2021","합계",구로구,구로5동,31822,1.03,30895
"2021","합계",구로구,고척1동,22657,1.16,19532
"2021","합계",구로구,고척2동,27092,1.02,26561
"2021","합계",구로구,개봉2동,31314,0.80,39143
"2021","합계",구로구,개봉3동,20590,0.81,25420
"2021","합계",구로구,오류1동,23155,0.59,39246
"2021","합계",구로구,수궁동,23806,2.67,8916
"2021","합계",구로구,가리봉동,13091,0.40,32728
"2021","합계",구로구,구로2동,31164,1.76,17707
"2021","합계",구로구,개봉1동,34560,1.31,26382
"2021","합계",구로구,오류2동,39026,3.20,12196
"2021","합계",구로구,항동,16476,1.40,11769
"2021","합계",금천구,소계,244891,13.02,18808
"2021","합계",금천구,가산동,26179,2.52,10388
"2021","합계",금천구,독산1동,46698,2.09,22344
"2021","합계",금천구,독산2동,20175,0.60,33625
"2021","합계",금천구,독산3동,27595,0.92,29995
"2021","합계",금천구,독산4동,16778,0.59,28437
"2021","합계",금천구,시흥1동,34533,1.71,20195
"2021","합계",금천구,시흥2동,21351,1.26,16945
"2021","합계",금천구,시흥3동,10951,1.07,10235
"2021","합계",금천구,시흥4동,20916,0.87,24041
"2021","합계",금천구,시흥5동,19715,1.39,14183
"2021","합계",영등포구,소계,400908,24.55,16331
"2021","합계",영등포구,여의동,33420,8.40,3979
"2021","합계",영등포구,당산1동,20648,0.75,27531
"2021","합계",영등포구,당산2동,37911,1.55,24459
"2021","합계",영등포구,양평1동,18487,0.88,21008
"2021","합계",영등포구,양평2동,22499,3.00,7500
"2021","합계",영등포구,신길1동,18755,0.66,28417
"2021","합계",영등포구,신길3동,17575,0.52,33798
"2021","합계",영등포구,신길4동,13089,0.38,34445
"2021","합계",영등포구,신길5동,11701,0.47,24896
"2021","합계",영등포구,신길6동,19869,0.65,30568
"2021","합계",영등포구,신길7동,20158,0.64,31497
"2021","합계",영등포구,대림1동,17067,0.49,34831
"2021","합계",영등포구,대림2동,18162,0.55,33022
"2021","합계",영등포구,대림3동,25876,0.95,27238
"2021","합계",영등포구,영등포본동,23152,1.02,22698
"2021","합계",영등포구,영등포동,29901,1.26,23731
"2021","합계",영등포구,도림동,19826,0.89,22276
"2021","합계",영등포구,문래동,32812,1.49,22021
"2021","합계",동작구,소계,394364,16.36,24113
"2021","합계",동작구,노량진2동,11550,0.64,18047
"2021","합계",동작구,상도1동,45485,1.51,30123
"2021","합계",동작구,상도2동,28362,0.98,28941
"2021","합계",동작구,상도3동,24846,0.60,41410
"2021","합계",동작구,상도4동,28914,0.75,38552
"2021","합계",동작구,사당1동,23321,0.79,29520
"2021","합계",동작구,사당3동,24548,0.92,26683
"2021","합계",동작구,사당4동,14301,0.38,37634
"2021","합계",동작구,사당5동,14558,0.57,25540
"2021","합계",동작구,대방동,38338,1.55,24734
"2021","합계",동작구,신대방1동,24999,0.62,40321
"2021","합계",동작구,신대방2동,21404,1.03,20781
"2021","합계",동작구,흑석동,33293,1.68,19817
"2021","합계",동작구,노량진1동,32298,1.58,20442
"2021","합계",동작구,사당2동,28147,2.75,10235
"2021","합계",관악구,소계,499449,29.57,16891
"2021","합계",관악구,보라매동,24918,0.76,32787
"2021","합계",관악구,청림동,15214,0.30,50713
"2021","합계",관악구,행운동,29413,0.72,40851
"2021","합계",관악구,낙성대동,17434,2.27,7680
"2021","합계",관악구,중앙동,15487,0.39,39710
"2021","합계",관악구,인헌동,26154,1.08,24217
"2021","합계",관악구,남현동,18274,3.27,5588
"2021","합계",관악구,서원동,23278,0.65,35812
"2021","합계",관악구,신원동,18675,0.55,33955
"2021","합계",관악구,서림동,23689,0.99,23928
"2021","합계",관악구,신사동,24838,0.64,38809
"2021","합계",관악구,신림동,23128,0.54,42830
"2021","합계",관악구,난향동,15420,0.80,19275
"2021","합계",관악구,조원동,18786,0.67,28039
"2021","합계",관악구,대학동,24921,8.30,3003
"2021","합계",관악구,은천동,33631,0.78,43117
"2021","합계",관악구,성현동,29394,0.68,43226
"2021","합계",관악구,청룡동,36482,1.18,30917
"2021","합계",관악구,난곡동,27216,0.96,28350
"2021","합계",관악구,삼성동,22041,2.66,8286
"2021","합계",관악구,미성동,31056,1.38,22504
"2021","합계",서초구,소계,416167,46.98,8858
"2021","합계",서초구,서초1동,20711,1.42,14585
"2021","합계",서초구,서초2동,26595,1.24,21448
"2021","합계",서초구,서초3동,32769,2.93,11184
"2021","합계",서초구,서초4동,31089,0.88,35328
"2021","합계",서초구,잠원동,26946,1.76,15310
"2021","합계",서초구,반포본동,2000,1.01,1980
"2021","합계",서초구,반포1동,34815,1.00,34815
"2021","합계",서초구,반포2동,15801,1.35,11704
"2021","합계",서초구,반포3동,22245,1.28,17379
"2021","합계",서초구,반포4동,19807,1.43,13851
"2021","합계",서초구,방배본동,21083,0.67,31467
"2021","합계",서초구,방배1동,16980,0.70,24257
"2021","합계",서초구,방배2동,19474,1.93,10090
"2021","합계",서초구,방배3동,18861,2.40,7859
"2021","합계",서초구,방배4동,23817,0.98,24303
"2021","합계",서초구,양재1동,43408,5.76,7536
"2021","합계",서초구,양재2동,22144,7.58,2921
"2021","합계",서초구,내곡동,17622,12.68,1390
"2021","합계",강남구,소계,537800,39.50,13616
"2021","합계",강남구,신사동,16213,1.89,8578
"2021","합계",강남구,논현1동,22702,1.25,18162
"2021","합계",강남구,논현2동,21331,1.47,14511
"2021","합계",강남구,삼성1동,13136,1.94,6771
"2021","합계",강남구,삼성2동,30692,1.24,24752
"2021","합계",강남구,대치1동,24199,0.79,30632
"2021","합계",강남구,대치4동,20079,0.73,27505
"2021","합계",강남구,역삼1동,36590,2.35,15570
"2021","합계",강남구,역삼2동,36378,1.15,31633
"2021","합계",강남구,도곡1동,21539,1.02,21117
"2021","합계",강남구,도곡2동,33261,1.02,32609
"2021","합계",강남구,개포1동,6489,1.27,5109
"2021","합계",강남구,개포4동,23870,1.49,16020
"2021","합계",강남구,일원본동,23291,2.58,9028
"2021","합계",강남구,일원1동,15214,0.92,16537
"2021","합계",강남구,일원2동,17585,1.24,14181
"2021","합계",강남구,수서동,14870,1.43,10399
"2021","합계",강남구,세곡동,43396,6.36,6823
"2021","합계",강남구,압구정동,26446,2.53,10453
"2021","합계",강남구,청담동,25911,2.33,11121
"2021","합계",강남구,대치2동,36663,2.00,18332
"2021","합계",강남구,개포2동,27945,2.51,11133
"2021","합계",송파구,소계,663965,33.88,19599
"2021","합계",송파구,풍납1동,13451,0.77,17469
"2021","합계",송파구,풍납2동,24953,1.59,15694
"2021","합계",송파구,거여1동,12614,0.51,24733
"2021","합계",송파구,거여2동,18806,0.53,35483
"2021","합계",송파구,마천1동,19071,0.58,32881
"2021","합계",송파구,마천2동,18866,0.89,21198
"2021","합계",송파구,방이1동,15766,0.50,31532
"2021","합계",송파구,방이2동,27015,0.80,33769
"2021","합계",송파구,오륜동,18079,3.17,5703
"2021","합계",송파구,오금동,38654,1.65,23427
"2021","합계",송파구,송파1동,24176,0.79,30603
"2021","합계",송파구,송파2동,19283,0.53,36383
"2021","합계",송파구,석촌동,32169,0.95,33862
"2021","합계",송파구,삼전동,30695,0.95,32311
"2021","합계",송파구,가락본동,26523,1.13,23472
"2021","합계",송파구,가락1동,27365,1.34,20422
"2021","합계",송파구,가락2동,32406,0.96,33756
"2021","합계",송파구,문정1동,20198,0.56,36068
"2021","합계",송파구,문정2동,29072,2.20,13215
"2021","합계",송파구,잠실본동,28439,0.94,30254
"2021","합계",송파구,잠실4동,21376,1.56,13703
"2021","합계",송파구,잠실6동,16905,2.79,6059
"2021","합계",송파구,잠실7동,9564,0.60,15940
"2021","합계",송파구,잠실2동,35145,2.18,16122
"2021","합계",송파구,잠실3동,34475,1.49,23138
"2021","합계",송파구,장지동,29693,1.37,21674
"2021","합계",송파구,위례동,39206,2.55,15375
"2021","합계",강동구,소계,466472,24.59,18970
"2021","합계",강동구,명일1동,25941,0.61,42526
"2021","합계",강동구,명일2동,17568,0.97,18111
"2021","합계",강동구,고덕1동,24417,1.73,14114
"2021","합계",강동구,고덕2동,22329,2.01,11109
"2021","합계",강동구,암사2동,15252,1.18,12925
"2021","합계",강동구,암사3동,17947,2.51,7150
"2021","합계",강동구,천호1동,26973,0.71,37990
"2021","합계",강동구,천호3동,27000,0.79,34177
"2021","합계",강동구,성내1동,20045,0.58,34560
"2021","합계",강동구,성내2동,24106,0.67,35979
"2021","합계",강동구,성내3동,23346,0.71,32882
"2021","합계",강동구,둔촌1동,144,0.92,157
"2021","합계",강동구,둔촌2동,24785,0.98,25291
"2021","합계",강동구,암사1동,34782,1.02,34100
"2021","합계",강동구,천호2동,33753,1.57,21499
"2021","합계",강동구,길동,45973,2.17,21186
"2021","합계",강동구,강일동,32982,2.26,14594
"2021","합계",강동구,상일1동,38929,2.65,14690
